VBELN,POSNR,LFSTA,FKSTA,GBSTA,ABSTA,LFGSA,WBSTA
0001005814,000040,A,B,A,,C,B
0001005814,000050,A,C,B,,B,A
0001005814,000060,B,B,C,,B,B
0001005814,000070,B,C,C,,A,A
0001005815,000010,C,C,B,,C,C
0001005816,000010,A,A,B,,A,B
0001005816,000020,B,C,B,,A,C
0001005816,000030,C,B,A,,B,A
0001005816,000040,A,B,B,,C,A
0001005816,000050,B,C,A,,B,A
0001005816,000060,B,A,A,,C,B
0001005816,000070,B,B,A,,B,B
0001005816,000080,A,A,A,,B,B
0001005816,000090,B,A,C,,B,A
0001005817,000010,B,C,A,,A,C
0001005817,000020,A,B,C,,B,B
0001005817,000030,C,B,B,,A,A
0001005817,000040,B,B,A,,B,A
0001005817,000050,A,B,B,,B,A
0001005817,000060,B,A,B,,C,B
0001005818,000010,A,C,B,,B,A
0001005818,000020,B,B,B,,C,A
0001005818,000030,B,B,A,,B,A
0001005818,000040,B,C,B,,A,A
0001005819,000010,A,B,A,,B,A
0001005819,000020,B,B,A,,C,A
0001005819,000030,B,A,B,,B,B
0001005820,000010,A,B,B,,B,B
0001005820,000020,B,B,A,,C,B
0001005820,000030,B,B,A,,A,C
0001005821,000010,A,B,B,,B,B
0001005821,000020,A,B,C,,B,A
0001005821,000030,A,C,B,,B,B
0001005822,000010,A,A,A,,A,C
0001005822,000020,C,B,B,,B,B
0001005822,000030,C,B,A,,B,A
0001005822,000040,B,A,A,,B,C
0001005822,000050,B,C,B,,C,A
0001005823,000010,A,A,B,,B,C
0001005823,000020,A,C,A,,C,B
0001005823,000030,C,C,B,,B,C
0001005823,000040,B,B,A,,C,C
0001005823,000050,A,B,A,,B,B
0001005824,000010,B,B,C,,C,A
0001005824,000020,B,C,B,,C,B
0001005824,000030,B,C,A,,B,B
0001005824,000040,A,B,A,,B,C
0001005825,000010,A,A,A,,C,A
0001005825,000020,B,B,A,,A,B
0001005825,000030,A,B,C,,A,B
0001005825,000040,C,B,A,,B,B
0001005825,000050,B,B,B,,B,B
0001005825,000060,B,A,A,,B,C
0001005826,000010,B,A,B,,B,A
0001005826,000020,B,B,A,,B,B
0001005826,000030,B,A,A,,A,A
0001005826,000040,A,B,C,,C,B
0001005827,000010,C,B,A,,B,C
0001005827,000020,A,B,A,,C,B
0001005827,000030,B,A,A,,B,C
0001005827,000040,C,B,B,,B,C
0001005828,000010,B,B,A,,B,A
0001005828,000020,C,C,C,,A,B
0001005828,000030,A,B,B,,B,A
0001005828,000040,B,C,A,,B,C
0001005829,000010,A,B,B,,C,B
0001005829,000020,B,C,C,,C,B
0001005829,000030,C,A,B,,A,B
0001005829,000040,B,A,B,,C,A
0001005829,000050,B,B,B,,A,B
0001005829,000060,B,B,A,,C,B
0001005830,000010,B,A,B,,B,A
0001005830,000020,A,A,A,,C,A
0001005830,000030,B,A,B,,C,B
0001005830,000040,C,C,B,,A,A
0001005830,000050,A,C,B,,C,C
0001005830,000060,C,B,B,,C,B
0001005830,000070,B,A,A,,B,A
0001005830,000080,B,C,B,,A,B
0001005831,000010,B,B,A,,B,C
0001005831,000020,A,C,B,,C,B
0001005831,000030,C,C,A,,B,B
0001005831,000040,B,A,B,,B,A
0001005831,000050,C,B,A,,C,B
0001005831,000060,A,C,A,,A,A
0001005831,000070,A,C,A,,B,A
0001005831,000080,B,B,B,,C,A
0001005832,000010,B,B,A,,B,A
0001005832,000020,B,A,C,,A,B
0001005832,000030,A,A,A,,B,A
0001005832,000040,B,B,A,,B,A
0001005833,000010,C,C,B,,A,A
0001005833,000020,B,B,A,,A,A
0001005833,000030,A,B,C,,A,C
0001005833,000040,C,A,B,,B,B
0001005833,000050,B,A,A,,A,A
0001005833,000060,B,B,A,,A,A
0001005834,000010,B,C,B,,B,B
0001005834,000020,C,B,B,,A,B
0001005834,000030,A,B,C,,C,A
0001005834,000040,C,A,A,,B,C
0001005834,000050,B,B,A,,B,A
0001005834,000060,B,B,A,,B,A
0001005834,000070,A,A,B,,A,C
0001005834,000080,A,A,A,,B,A
0001005835,000010,B,C,A,,B,A
0001005835,000020,C,C,C,,A,A
0001005835,000030,A,A,C,,B,A
0001005835,000040,C,B,B,,B,A
0001005835,000050,B,A,A,,B,B
0001005836,000010,B,A,B,,B,A
0001005836,000020,A,C,C,,A,B
0001005837,000010,A,C,B,,B,B
0001005837,000020,A,A,C,,B,A
0001005837,000030,A,C,A,,A,A
0001005837,000040,B,B,B,,B,C
0001005837,000050,B,C,C,,C,C
0001005837,000060,B,B,A,,A,A
0001005837,000070,C,A,B,,B,C
0001005837,000080,C,C,C,,B,B
0001005838,000010,B,A,A,,B,A
0001005838,000020,A,B,B,,A,A
0001005838,000030,B,B,B,,B,A
0001005839,000010,C,A,A,,B,A
0001005839,000020,A,C,B,,C,C
0001005840,000010,C,A,A,,C,A
0001005840,000020,A,C,A,,A,C
0001005840,000030,A,B,A,,B,A
0001005840,000040,A,B,B,,B,A
0001005840,000050,A,A,A,,B,B
0001005841,000010,B,B,C,,A,C
0001005841,000020,C,A,B,,A,A
0001005841,000030,B,B,B,,B,B
0001005841,000040,C,B,C,,B,A
0001005841,000050,B,B,C,,B,B
0001005842,000010,C,B,B,,C,A
0001005843,000010,B,C,B,,C,B
0001005843,000020,A,B,A,,B,B
0001005843,000030,B,B,B,,B,B
0001005843,000040,A,B,C,,B,B
0001005844,000010,B,C,C,,A,A
0001005844,000020,B,C,B,,B,B
0001005844,000030,A,C,A,,B,B
0001005844,000040,B,C,C,,B,C
0001005844,000050,B,B,B,,C,C
0001005844,000060,B,B,B,,B,B
0001005844,000070,B,A,B,,A,B
0001005844,000080,B,B,A,,B,C
0001005845,000010,B,B,B,,A,A
0001005845,000020,B,B,B,,A,B
0001005846,000010,A,B,A,,B,B
0001005846,000020,A,A,B,,A,A
0001005846,000030,B,B,B,,B,B
0001005847,000010,A,B,C,,A,A
0001005847,000020,B,B,A,,A,A
0001005847,000030,A,B,B,,A,C
0001005847,000040,A,A,A,,B,A
0001005848,000010,B,A,B,,B,B
0001005848,000020,B,C,A,,B,C
0001005848,000030,B,B,A,,C,B
0001005848,000040,A,C,C,,A,A
0001005849,000010,A,A,C,,A,A
0001005849,000020,B,B,B,,C,B
0001005849,000030,B,B,C,,C,C
0001005849,000040,C,A,C,,C,A
0001005849,000050,B,C,A,,B,A
0001005849,000060,B,C,C,,A,A
0001005850,000010,A,C,C,,B,B
0001005850,000020,A,A,A,,C,B
0001005850,000030,A,B,A,,B,A
0001005850,000040,B,C,B,,C,B
0001005851,000010,B,B,B,,B,A
0001005851,000020,B,B,A,,A,A
0001005851,000030,B,B,A,,B,B
0001005851,000040,A,B,B,,B,A
0001005852,000010,C,B,A,,B,C
0001005852,000020,A,A,A,,A,A
0001005852,000030,A,C,A,,A,A
0001005853,000010,A,B,C,,C,A
0001005853,000020,B,B,A,,B,A
0001005853,000030,C,C,A,,B,B
0001005853,000040,B,C,A,,A,A
0001005853,000050,C,B,B,,A,B
0001005853,000060,B,C,A,,C,A
0001005854,000010,A,B,C,,A,B
0001005854,000020,A,A,A,,B,B
0001005854,000030,C,B,B,,B,A
0001005855,000010,C,A,A,,B,B
0001005855,000020,B,B,B,,B,A
0001005855,000030,B,B,B,,B,A
0001005855,000040,C,B,C,,A,B
0001005855,000050,C,B,C,,A,B
0001005856,000010,B,A,B,,B,C
0001005856,000020,A,B,A,,B,A
0001005856,000030,B,A,B,,B,B
0001005856,000040,B,B,B,,C,C
0001005856,000050,B,B,B,,A,A
0001005857,000010,B,B,A,,B,A
0001005857,000020,B,B,C,,A,C
0001005858,000010,A,B,C,,A,A
0001005859,000010,A,A,A,,A,C
0001005859,000020,A,C,C,,C,A
0001005859,000030,A,B,B,,C,A
0001005859,000040,B,A,B,,C,B
0001005859,000050,A,C,C,,C,B
0001005860,000010,A,B,A,,B,B
0001005860,000020,B,B,A,,A,A
0001005861,000010,B,A,B,,A,A
0001005861,000020,B,A,B,,C,B
0001005861,000030,A,B,A,,A,B
0001005861,000040,A,A,A,,A,A
0001005861,000050,B,B,A,,B,B
0001005861,000060,B,B,C,,A,A
0001005861,000070,B,B,B,,A,B
0001005862,000010,B,C,A,,B,C
0001005862,000020,C,B,A,,B,A
0001005862,000030,B,B,C,,C,B
0001005862,000040,B,C,A,,C,A
0001005862,000050,A,B,A,,B,A
0001005862,000060,B,B,C,,B,B
0001005862,000070,A,C,C,,A,C
0001005863,000010,A,B,A,,B,B
0001005863,000020,B,A,B,,B,B
0001005863,000030,C,C,B,,C,A
0001005863,000040,B,A,A,,A,A
0001005864,000010,A,B,A,,A,B
0001005864,000020,B,C,C,,B,B
0001005864,000030,C,B,B,,C,B
0001005864,000040,B,A,B,,A,C
0001005865,000010,B,A,B,,A,C
0001005865,000020,A,C,B,,C,C
0001005865,000030,B,C,A,,A,B
0001005865,000040,C,B,A,,C,C
0001005865,000050,A,B,C,,A,B
0001005865,000060,C,C,A,,A,A
0001005865,000070,B,B,B,,B,C
0001005865,000080,B,C,B,,B,A
0001005865,000090,B,B,B,,B,B
0001005866,000010,B,B,B,,A,B
0001005866,000020,C,A,C,,B,A
0001005866,000030,A,B,B,,B,A
0001005867,000010,A,B,A,,B,A
0001005867,000020,B,B,C,,B,A
0001005867,000030,B,B,C,,B,A
0001005868,000010,B,A,C,,A,A
0001005868,000020,A,B,B,,A,A
0001005868,000030,B,B,A,,C,B
0001005868,000040,C,C,A,,C,A
0001005868,000050,B,A,C,,B,B
0001005869,000010,A,B,B,,B,A
0001005869,000020,A,B,B,,B,A
0001005869,000030,A,B,C,,C,B
0001005870,000010,C,C,B,,C,A
0001005870,000020,B,C,A,,A,C
0001005870,000030,B,B,B,,B,C
0001005870,000040,A,C,B,,A,B
0001005870,000050,A,B,A,,A,B
0001005871,000010,B,B,B,,C,B
0001005871,000020,B,B,A,,B,B
0001005871,000030,B,C,A,,B,C
0001005871,000040,B,B,C,,B,B
0001005871,000050,A,C,B,,B,B
0001005872,000010,C,B,A,,B,B
0001005872,000020,C,A,B,,B,A
0001005872,000030,B,B,C,,C,C
0001005872,000040,B,B,A,,C,A
0001005872,000050,B,C,A,,B,A
0001005873,000010,A,A,A,,A,A
0001005873,000020,B,A,B,,C,A
0001005873,000030,B,B,C,,B,A
0001005873,000040,B,A,A,,B,B
0001005874,000010,B,C,A,,A,A
0001005874,000020,C,A,A,,B,A
0001005874,000030,B,C,B,,C,A
0001005874,000040,B,B,B,,C,C
0001005874,000050,B,C,B,,B,A
0001005875,000010,B,B,C,,A,A
0001005875,000020,B,B,A,,A,C
0001005875,000030,B,C,B,,C,A
0001005875,000040,A,B,A,,B,C
0001005876,000010,B,C,C,,A,A
0001005876,000020,C,B,C,,B,C
0001005876,000030,B,C,A,,A,A
0001005876,000040,A,B,C,,B,A
0001005877,000010,A,A,A,,B,A
0001005877,000020,A,B,C,,B,C
0001005877,000030,B,C,B,,B,B
0001005877,000040,C,A,C,,B,A
0001005877,000050,B,C,A,,C,A
0001005877,000060,A,B,B,,B,A
0001005878,000010,A,B,A,,C,A
0001005878,000020,A,B,B,,B,A
0001005878,000030,A,B,A,,A,C
0001005878,000040,A,C,B,,B,B
0001005878,000050,A,B,B,,B,C
0001005878,000060,B,B,A,,B,A
0001005878,000070,B,C,C,,A,B
0001005879,000010,B,C,C,,C,B
0001005879,000020,A,B,A,,A,A
0001005879,000030,B,A,B,,B,B
0001005879,000040,C,B,C,,A,A
0001005879,000050,A,B,A,,A,B
0001005880,000010,A,B,C,,C,C
0001005880,000020,A,C,B,,B,A
0001005880,000030,B,C,B,,B,B
0001005880,000040,B,A,C,,C,C
0001005881,000010,B,A,B,,A,A
0001005881,000020,C,B,A,,C,B
0001005881,000030,B,C,A,,B,C
0001005882,000010,A,B,A,,B,B
0001005882,000020,A,B,A,,B,A
0001005882,000030,C,B,A,,B,A
0001005882,000040,B,B,A,,B,B
0001005883,000010,B,A,A,,B,B
0001005883,000020,B,B,A,,B,B
0001005884,000010,B,B,B,,B,C
0001005884,000020,C,B,C,,C,B
0001005884,000030,A,B,A,,B,A
0001005884,000040,A,C,B,,C,B
0001005885,000010,B,A,A,,B,C
0001005885,000020,B,B,A,,B,A
0001005885,000030,C,C,B,,B,B
0001005885,000040,C,B,A,,A,B
0001005885,000050,C,B,B,,A,B
0001005885,000060,C,A,B,,B,B
0001005885,000070,C,B,B,,C,A
0001005885,000080,B,A,C,,B,C
0001005885,000090,B,C,A,,A,A
0001005885,000100,B,A,B,,B,B
0001005886,000010,B,C,B,,C,C
0001005886,000020,B,A,B,,B,C
0001005886,000030,C,A,A,,C,B
0001005886,000040,B,A,B,,C,C
0001005886,000050,C,A,B,,C,A
0001005886,000060,A,B,C,,B,C
0001005887,000010,A,B,B,,B,B
0001005887,000020,B,A,C,,B,A
0001005887,000030,B,C,C,,C,C
0001005887,000040,B,C,B,,C,B
0001005887,000050,C,C,B,,B,B
0001005887,000060,B,A,C,,A,A
0001005887,000070,A,C,B,,A,C
0001005887,000080,B,A,A,,A,C
0001005887,000090,A,B,B,,B,B
0001005888,000010,A,C,A,,B,B
0001005888,000020,B,A,C,,A,B
0001005888,000030,C,C,A,,B,C
0001005889,000010,A,B,A,,C,B
0001005889,000020,B,A,C,,A,B
0001005889,000030,B,A,B,,C,C
0001005889,000040,A,A,B,,B,B
0001005889,000050,C,C,C,,C,C
0001005889,000060,A,B,B,,C,A
0001005889,000070,B,B,C,,A,A
0001005890,000010,B,C,A,,B,B
0001005890,000020,A,B,C,,A,C
0001005890,000030,C,C,B,,C,B
0001005890,000040,B,B,C,,B,C
0001005890,000050,B,C,A,,B,A
0001005890,000060,A,A,B,,A,B
0001005891,000010,A,A,A,,B,C
0001005891,000020,B,B,C,,A,B
0001005891,000030,C,A,B,,C,C
0001005891,000040,A,A,C,,A,A
0001005891,000050,C,A,A,,C,B
0001005891,000060,A,A,B,,B,B
0001005891,000070,B,C,A,,C,A
0001005891,000080,B,C,A,,A,B
0001005891,000090,A,B,B,,B,B
0001005892,000010,B,A,C,,A,C
0001005892,000020,B,C,A,,B,B
0001005892,000030,B,B,B,,A,B
0001005892,000040,C,A,B,,A,B
0001005893,000010,B,C,A,,A,A
0001005893,000020,B,A,A,,B,C
0001005893,000030,C,A,A,,C,C
0001005893,000040,C,C,B,,A,C
0001005893,000050,C,B,A,,A,A
0001005893,000060,B,C,A,,C,C
0001005894,000010,B,B,A,,B,C
0001005894,000020,B,C,C,,C,A
0001005894,000030,B,B,A,,C,A
0001005894,000040,B,C,A,,A,A
0001005895,000010,C,B,A,,C,B
0001005895,000020,B,A,C,,A,C
0001005895,000030,B,B,B,,B,A
0001005895,000040,B,A,A,,B,A
0001005895,000050,C,C,B,,C,A
0001005896,000010,C,B,B,,A,C
0001005896,000020,B,C,A,,A,C
0001005897,000010,C,B,A,,C,B
0001005897,000020,B,A,B,,B,B
0001005897,000030,A,C,A,,C,C
0001005897,000040,C,C,A,,B,C
0001005898,000010,A,B,B,,C,A
0001005898,000020,B,C,B,,C,B
0001005898,000030,B,B,B,,A,B
0001005898,000040,B,B,C,,B,A
0001005899,000010,B,C,B,,B,C
0001005899,000020,B,C,C,,C,A
0001005899,000030,A,B,B,,A,A
0001005899,000040,A,A,A,,B,A
0001005899,000050,B,C,A,,B,A
0001005899,000060,A,B,A,,B,B
0001005899,000070,C,C,B,,A,B
0001005899,000080,C,B,A,,B,B
0001005899,000090,B,C,A,,A,A
0001005899,000100,B,C,B,,B,B
0001005900,000010,A,B,B,,B,B
0001005900,000020,B,C,A,,B,A
0001005900,000030,B,C,C,,B,B
0001005901,000010,C,B,A,,A,A
0001005901,000020,B,C,C,,C,A
0001005901,000030,A,C,A,,C,A
0001005901,000040,A,C,B,,C,A
0001005901,000050,A,B,A,,C,A
0001005901,000060,B,A,A,,B,C
0001005901,000070,C,A,B,,A,A
0001005901,000080,A,C,C,,C,C
0001005902,000010,B,B,A,,C,A
0001005902,000020,B,B,A,,B,B
0001005902,000030,B,C,A,,C,A
0001005902,000040,A,B,C,,B,B
0001005902,000050,C,C,A,,B,B
0001005902,000060,A,A,B,,B,C
0001005903,000010,B,C,A,,B,B
0001005903,000020,B,B,C,,A,B
0001005903,000030,C,B,C,,A,C
0001005903,000040,C,A,C,,A,A
0001005903,000050,C,B,A,,C,B
0001005903,000060,C,B,B,,B,B
0001005903,000070,C,C,B,,A,B
0001005904,000010,C,B,B,,C,B
0001005904,000020,A,C,A,,A,B
0001005904,000030,A,C,A,,B,B
0001005905,000010,A,B,B,,B,A
0001005905,000020,C,B,A,,A,A
0001005905,000030,B,A,B,,B,A
0001005906,000010,A,A,B,,B,A
0001005906,000020,B,C,A,,B,B
0001005906,000030,B,B,A,,A,B
0001005906,000040,A,C,A,,C,A
0001005906,000050,C,B,B,,C,A
0001005906,000060,A,B,A,,C,A
0001005906,000070,C,C,B,,B,A
0001005906,000080,B,B,A,,A,B
0001005906,000090,C,A,C,,B,C
0001005906,000100,A,C,B,,B,B
0001005907,000010,B,B,B,,C,A
0001005907,000020,C,B,B,,B,B
0001005907,000030,A,C,C,,B,B
0001005908,000010,A,A,C,,B,B
0001005908,000020,B,C,C,,B,A
0001005908,000030,A,B,B,,A,A
0001005908,000040,B,C,A,,A,C
0001005908,000050,B,C,C,,C,A
0001005908,000060,B,C,C,,B,A
0001005909,000010,A,B,B,,B,A
0001005909,000020,C,B,C,,B,B
0001005909,000030,A,C,A,,B,C
0001005909,000040,B,C,A,,A,A
0001005909,000050,A,B,B,,B,C
0001005910,000010,B,A,B,,B,A
0001005910,000020,A,A,A,,A,C
0001005910,000030,A,A,A,,C,B
0001005910,000040,C,C,C,,B,C
0001005910,000050,B,C,A,,C,B
0001005910,000060,B,B,A,,A,A
0001005911,000010,B,C,C,,B,A
0001005911,000020,B,C,A,,B,C
0001005912,000010,B,B,A,,B,B
0001005912,000020,B,C,C,,C,A
0001005912,000030,C,C,A,,A,C
0001005912,000040,A,C,B,,A,B
0001005913,000010,C,C,A,,A,A
0001005913,000020,B,C,B,,C,A
0001005913,000030,B,A,A,,A,A
0001005913,000040,B,C,A,,C,A
0001005913,000050,B,A,A,,A,A
0001005914,000010,A,B,A,,A,B
0001005914,000020,B,C,B,,B,A
0001005914,000030,A,B,A,,B,C
0001005914,000040,A,B,C,,B,C
0001005915,000010,C,A,B,,B,A
0001005915,000020,B,C,C,,B,A
0001005916,000010,A,A,C,,B,A
0001005916,000020,B,A,C,,C,B
0001005916,000030,B,C,B,,A,A
0001005916,000040,C,C,C,,B,A
0001005916,000050,B,A,B,,B,B
0001005917,000010,B,B,C,,B,C
0001005917,000020,C,C,A,,B,B
0001005917,000030,C,B,B,,B,A
0001005917,000040,B,A,C,,A,B
0001005917,000050,C,A,B,,B,B
0001005917,000060,C,A,A,,B,A
0001005917,000070,A,A,A,,A,A
0001005918,000010,A,B,A,,A,A
0001005918,000020,A,A,B,,A,B
0001005918,000030,C,A,C,,B,A
0001005918,000040,B,B,B,,A,B
0001005918,000050,B,B,C,,B,A
0001005918,000060,B,A,A,,A,A
0001005918,000070,B,A,B,,A,A
0001005919,000010,B,B,A,,B,B
0001005919,000020,C,B,C,,C,C
0001005919,000030,B,A,B,,B,B
0001005920,000010,B,A,C,,A,A
0001005921,000010,C,A,B,,B,A
0001005921,000020,A,C,B,,B,B
0001005921,000030,B,B,A,,B,A
0001005922,000010,B,B,A,,A,A
0001005922,000020,A,A,C,,B,B
0001005922,000030,A,A,C,,C,A
0001005922,000040,B,C,A,,B,A
0001005922,000050,B,B,A,,A,A
0001005922,000060,A,A,A,,C,A
0001005923,000010,C,B,B,,C,B
0001005923,000020,B,C,A,,C,B
0001005923,000030,B,A,A,,B,B
0001005923,000040,B,A,C,,C,C
0001005923,000050,B,A,A,,B,A
0001005923,000060,B,B,C,,A,C
0001005924,000010,B,A,A,,C,B
0001005924,000020,B,C,B,,A,B
0001005924,000030,B,C,B,,B,B
0001005924,000040,A,C,B,,A,C
0001005924,000050,B,C,B,,B,A
0001005924,000060,A,B,A,,A,C
0001005924,000070,B,C,C,,B,C
0001005925,000010,B,A,B,,C,A
0001005925,000020,B,C,A,,B,B
0001005925,000030,B,B,B,,B,C
0001005925,000040,B,B,A,,B,C
0001005925,000050,B,B,A,,A,B
0001005925,000060,B,B,B,,B,B
0001005925,000070,A,C,C,,B,C
0001005925,000080,C,B,B,,B,C
0001005926,000010,B,A,A,,B,A
0001005926,000020,B,B,B,,B,A
0001005926,000030,A,A,A,,A,C
0001005926,000040,B,B,C,,C,C
0001005927,000010,B,B,B,,B,B
0001005927,000020,B,C,C,,A,C
0001005927,000030,B,C,B,,B,C
0001005928,000010,B,C,A,,B,B
0001005928,000020,B,C,A,,B,A
0001005928,000030,B,A,A,,B,B
0001005929,000010,A,C,B,,B,A
0001005929,000020,B,C,C,,A,A
0001005929,000030,A,C,C,,B,B
0001005929,000040,C,B,A,,C,B
0001005930,000010,C,A,C,,B,C
0001005930,000020,B,B,B,,B,A
0001005930,000030,B,C,C,,B,B
0001005930,000040,B,B,A,,A,B
0001005930,000050,C,C,A,,B,B
0001005930,000060,B,B,B,,C,A
0001005930,000070,B,B,C,,C,A
0001005930,000080,A,A,B,,B,C
0001005930,000090,C,C,B,,B,B
0001005931,000010,B,C,A,,C,A
0001005931,000020,B,A,A,,B,C
0001005931,000030,B,C,B,,A,B
0001005931,000040,A,B,A,,A,B
0001005931,000050,B,C,B,,B,A
0001005931,000060,B,A,C,,A,A
0001005932,000010,B,B,B,,A,A
0001005933,000010,B,B,A,,B,A
0001005933,000020,B,B,A,,B,B
0001005933,000030,C,B,A,,A,A
0001005933,000040,B,B,C,,C,A
0001005934,000010,A,C,A,,B,A
0001005934,000020,A,C,C,,B,B
0001005934,000030,A,B,C,,A,C
0001005934,000040,B,B,A,,A,B
0001005934,000050,A,B,C,,A,A
0001005934,000060,A,B,C,,C,A
0001005934,000070,A,B,C,,C,C
0001005935,000010,B,A,A,,A,A
0001005935,000020,B,C,B,,A,C
0001005935,000030,B,C,B,,B,A
0001005935,000040,C,A,A,,A,B
0001005935,000050,B,C,B,,B,C
0001005935,000060,B,C,B,,B,B
0001005935,000070,C,A,B,,A,B
0001005936,000010,A,C,B,,C,A
0001005936,000020,A,C,B,,A,A
0001005936,000030,B,B,A,,B,A
0001005936,000040,A,A,C,,B,A
0001005936,000050,A,B,A,,A,C
0001005936,000060,A,A,A,,A,C
0001005936,000070,A,A,A,,A,A
0001005937,000010,B,A,A,,B,B
0001005937,000020,B,B,B,,B,B
0001005937,000030,B,B,A,,B,B
0001005937,000040,B,C,C,,B,A
0001005937,000050,B,A,C,,B,A
0001005937,000060,B,A,A,,B,B
0001005938,000010,B,C,B,,A,B
0001005938,000020,C,B,A,,C,B
0001005938,000030,A,B,A,,B,A
0001005938,000040,A,B,A,,A,C
0001005938,000050,B,C,A,,A,A
0001005938,000060,A,B,B,,B,B
0001005938,000070,B,B,A,,A,C
0001005938,000080,A,B,B,,A,C
0001005938,000090,B,A,A,,B,B
0001005939,000010,B,C,A,,B,B
0001005939,000020,B,B,C,,A,A
0001005939,000030,B,C,A,,B,A
0001005939,000040,A,B,B,,B,A
0001005939,000050,C,A,A,,C,A
0001005939,000060,C,A,B,,C,B
0001005939,000070,C,A,A,,A,A
0001005940,000010,A,C,B,,B,C
0001005940,000020,C,B,B,,A,A
0001005940,000030,B,B,A,,A,C
0001005940,000040,A,A,A,,C,B
0001005940,000050,C,C,A,,B,A
0001005940,000060,C,C,A,,B,B
0001005940,000070,B,C,A,,C,B
0001005940,000080,C,A,C,,B,C
0001005941,000010,B,A,A,,A,A
0001005941,000020,B,B,A,,A,A
0001005941,000030,A,A,B,,A,C
0001005942,000010,C,B,C,,C,A
0001005942,000020,B,B,B,,A,C
0001005942,000030,A,B,A,,C,C
0001005942,000040,A,A,A,,A,A
0001005943,000010,B,A,B,,C,B
0001005943,000020,B,A,A,,A,B
0001005943,000030,A,B,B,,B,A
0001005943,000040,A,C,B,,B,B
0001005943,000050,B,B,B,,B,C
0001005943,000060,A,B,B,,A,C
0001005943,000070,A,C,A,,C,B
0001005944,000010,A,C,A,,A,A
0001005944,000020,B,A,A,,B,B
0001005944,000030,B,C,A,,B,B
0001005944,000040,B,C,A,,A,A
0001005944,000050,A,C,A,,A,C
0001005944,000060,C,B,C,,C,C
0001005944,000070,B,C,A,,B,A
0001005944,000080,B,A,C,,B,B
0001005944,000090,B,B,A,,B,C
0001005945,000010,B,C,C,,A,A
0001005945,000020,C,A,A,,B,B
0001005945,000030,A,B,B,,B,A
0001005945,000040,C,C,B,,B,C
0001005946,000010,A,B,B,,C,A
0001005946,000020,B,C,C,,C,A
0001005946,000030,B,B,A,,B,B
0001005946,000040,B,A,B,,C,C
0001005946,000050,C,B,C,,A,B
0001005946,000060,B,A,A,,B,A
0001005947,000010,B,A,C,,B,B
0001005947,000020,B,B,A,,A,B
0001005948,000010,A,C,A,,A,A
0001005948,000020,B,B,C,,B,C
0001005948,000030,C,B,A,,B,A
0001005948,000040,B,A,A,,B,B
0001005948,000050,B,C,B,,A,A
0001005948,000060,B,B,C,,B,B
0001005949,000010,B,A,B,,B,B
0001005949,000020,C,B,B,,A,B
0001005949,000030,A,A,B,,A,B
0001005949,000040,A,C,B,,A,C
0001005949,000050,C,C,B,,B,B
0001005949,000060,B,C,C,,A,A
0001005949,000070,B,B,C,,B,A
0001005949,000080,B,C,A,,A,A
0001005950,000010,C,B,B,,B,B
0001005950,000020,A,A,A,,B,B
0001005950,000030,B,B,A,,B,A
0001005950,000040,C,A,B,,B,B
0001005950,000050,C,B,A,,C,B
0001005950,000060,B,B,B,,A,A
0001005951,000010,A,B,B,,A,B
0001005951,000020,C,C,B,,B,B
0001005951,000030,C,A,A,,B,A
0001005952,000010,B,B,B,,B,A
0001005952,000020,A,B,A,,C,B
0001005952,000030,B,C,C,,A,B
0001005952,000040,A,A,B,,B,B
0001005952,000050,B,B,B,,B,A
0001005952,000060,A,A,A,,B,B
0001005953,000010,B,A,A,,B,A
0001005953,000020,B,A,B,,B,B
0001005953,000030,A,B,A,,B,B
0001005953,000040,B,A,C,,B,A
0001005953,000050,B,C,A,,B,A
0001005953,000060,B,C,B,,A,B
0001005953,000070,A,B,C,,B,A
0001005954,000010,B,A,C,,C,B
0001005954,000020,C,B,C,,C,C
0001005954,000030,B,A,C,,B,A
0001005954,000040,A,B,C,,B,A
0001005954,000050,A,B,C,,B,C
0001005954,000060,B,B,A,,B,B
0001005954,000070,B,B,A,,B,A
0001005954,000080,A,C,B,,B,C
0001005955,000010,A,B,C,,A,A
0001005955,000020,B,A,A,,B,C
0001005955,000030,A,C,C,,A,A
0001005955,000040,B,A,A,,A,B
0001005955,000050,B,C,A,,A,B
0001005955,000060,B,C,A,,B,A
0001005956,000010,B,B,A,,A,A
0001005956,000020,C,A,A,,C,B
0001005956,000030,B,B,B,,B,B
0001005957,000010,C,B,A,,A,B
0001005957,000020,B,B,A,,B,B
0001005957,000030,B,B,A,,B,B
0001005957,000040,B,B,B,,B,A
0001005957,000050,C,B,B,,B,B
0001005957,000060,C,C,B,,C,A
0001005958,000010,C,C,B,,C,B
0001005958,000020,B,A,A,,B,C
0001005958,000030,A,C,C,,A,C
0001005958,000040,B,C,A,,C,A
0001005958,000050,B,C,C,,B,A
0001005959,000010,C,C,A,,A,C
0001005959,000020,A,C,A,,B,A
0001005959,000030,A,B,A,,C,A
0001005959,000040,A,A,C,,A,A
0001005959,000050,A,A,A,,A,B
0001005960,000010,A,C,C,,A,B
0001005960,000020,C,A,A,,A,A
0001005960,000030,B,B,B,,C,B
0001005960,000040,A,B,A,,C,A
0001005960,000050,A,B,C,,B,B
0001005960,000060,B,C,A,,B,A
0001005961,000010,A,A,B,,A,A
