VBELN,LFSTK,FKSTK,GBSTK,ABSTK,LFGSK,FKIVK,UVALL,CMGST
0001008811,B,C,A,,A,,,B
0001008812,A,B,A,,C,,,
0001008813,B,A,A,,B,,,
0001008814,A,A,A,,C,,,A
0001008815,A,A,B,,A,,,
0001008816,B,C,B,,A,,,B
0001008817,B,B,A,,A,,,A
0001008818,B,A,A,,C,,,B
0001008819,B,B,A,,B,,,A
0001008820,C,B,B,,C,,,A
0001008821,A,B,A,,B,,,
0001008822,B,B,B,,C,,,A
0001008823,B,C,B,,A,,,A
0001008824,B,B,C,,B,,,
0001008825,B,B,A,,A,,,
0001008826,C,A,A,,B,,,A
0001008827,B,A,B,,B,,,A
0001008828,B,B,A,,A,,,A
0001008829,B,B,B,,B,,,A
0001008830,C,C,C,,B,,,
0001008831,C,A,C,,B,,,B
0001008832,B,B,B,,B,,,B
0001008833,B,C,B,,C,,,
0001008834,B,C,A,,C,,,
0001008835,A,B,B,,A,,,A
0001008836,C,A,A,,B,,,A
0001008837,A,B,C,,B,,,B
0001008838,C,C,A,,B,,,A
0001008839,B,B,C,,B,,,A
0001008840,C,C,B,,B,,,B
0001008841,A,C,B,,A,,,
0001008842,C,B,B,,C,,,A
0001008843,B,C,A,,A,,,A
0001008844,C,C,A,,B,,,
0001008845,A,B,B,,A,,,
0001008846,A,C,A,,A,,,
0001008847,B,A,A,,B,,,B
0001008848,A,B,B,,A,,,A
0001008849,B,B,B,,B,,,
0001008850,B,C,A,,B,,,A
0001008851,B,B,B,,A,,,A
0001008852,C,A,C,,C,,,
0001008853,C,B,B,,A,,,B
0001008854,A,B,C,,B,,,B
0001008855,A,B,A,,B,,,B
0001008856,B,C,A,,C,,,B
0001008857,A,A,B,,A,,,A
0001008858,C,B,B,,A,,,A
0001008859,B,A,C,,C,,,
0001008860,A,B,A,,B,,,
0001008861,B,C,A,,C,,,A
0001008862,B,C,C,,B,,,A
0001008863,C,C,C,,B,,,
0001008864,A,B,B,,A,,,
0001008865,C,B,A,,B,,,
0001008866,B,B,A,,A,,,
0001008867,B,B,C,,A,,,
0001008868,B,C,C,,A,,,
0001008869,B,B,B,,B,,,
0001008870,B,B,A,,B,,,B
0001008871,B,B,C,,C,,,B
0001008872,C,A,B,,A,,,
0001008873,B,A,A,,B,,,B
0001008874,A,C,A,,A,,,
0001008875,A,C,A,,A,,,A
0001008876,A,C,A,,A,,,B
0001008877,B,A,B,,B,,,
0001008878,B,B,C,,C,,,
0001008879,C,A,A,,C,,,
0001008880,A,A,B,,C,,,
0001008881,A,A,B,,A,,,A
0001008882,B,C,B,,B,,,
0001008883,B,C,B,,B,,,
0001008884,B,B,A,,A,,,A
0001008885,A,A,B,,C,,,
0001008886,A,A,C,,B,,,
0001008887,A,B,C,,C,,,
0001008888,A,A,B,,A,,,B
0001008889,B,B,B,,C,,,
0001008890,B,C,C,,B,,,A
0001008891,C,C,A,,B,,,
0001008892,B,B,B,,A,,,
0001008893,B,C,A,,A,,,A
0001008894,B,C,A,,C,,,
0001008895,C,B,A,,B,,,
0001008896,B,B,B,,A,,,
0001008897,B,C,C,,C,,,
0001008898,C,C,A,,C,,,A
0001008899,A,B,C,,B,,,
0001008900,C,B,B,,A,,,B
0001008901,C,B,B,,A,,,B
0001008902,A,A,B,,A,,,A
0001008903,B,C,A,,B,,,
0001008904,B,C,C,,C,,,
0001008905,A,C,A,,A,,,
0001008906,B,B,A,,B,,,
0001008907,A,C,A,,B,,,
0001008908,B,B,A,,B,,,
0001008909,C,B,C,,A,,,B
0001008910,B,B,A,,A,,,
0001008911,A,B,B,,A,,,A
0001008912,B,B,A,,A,,,A
0001008913,C,B,B,,B,,,
0001008914,A,B,A,,C,,,
0001008915,A,A,B,,B,,,A
0001008916,B,B,C,,B,,,
0001008917,B,C,C,,C,,,
0001008918,C,B,B,,A,,,A
0001008919,C,B,A,,B,,,A
0001008920,B,C,C,,A,,,
0001008921,B,B,A,,A,,,A
0001008922,B,B,B,,A,,,B
0001008923,A,C,B,,B,,,
0001008924,A,C,B,,A,,,A
0001008925,B,C,B,,A,,,
0001008926,B,A,B,,B,,,
0001008927,A,C,B,,C,,,B
0001008928,A,A,B,,B,,,
0001008929,A,C,A,,A,,,A
0001008930,B,B,A,,B,,,
0001008931,A,B,B,,C,,,B
0001008932,A,B,C,,C,,,B
0001008933,B,B,A,,B,,,
0001008934,A,B,B,,B,,,A
0001008935,A,A,B,,B,,,
0001008936,C,B,B,,C,,,B
0001008937,A,B,C,,B,,,
0001008938,C,C,A,,B,,,A
0001008939,B,A,C,,B,,,
0001008940,C,C,C,,B,,,B
0001008941,C,C,B,,A,,,B
0001008942,B,C,C,,B,,,
0001008943,B,A,B,,C,,,A
0001008944,A,C,C,,B,,,A
0001008945,B,B,C,,A,,,A
0001008946,A,B,A,,B,,,
0001008947,A,B,B,,B,,,B
0001008948,C,A,A,,B,,,A
0001008949,B,B,A,,C,,,B
0001008950,A,C,C,,A,,,A
0001008951,A,C,B,,B,,,B
0001008952,C,A,B,,A,,,A
0001008953,B,B,C,,C,,,A
0001008954,B,B,A,,B,,,A
0001008955,C,B,A,,B,,,B
0001008956,B,A,A,,A,,,B
0001008957,A,C,A,,B,,,B
0001008958,B,C,A,,B,,,B
0001008959,C,B,A,,B,,,
0001008960,B,C,B,,B,,,A
0001008961,B,B,C,,C,,,A
0001008962,B,B,A,,B,,,A
0001008963,A,B,A,,B,,,B
0001008964,C,B,B,,B,,,A
0001008965,A,C,A,,B,,,
0001008966,B,B,A,,B,,,
0001008967,A,C,A,,C,,,A
0001008968,A,C,B,,C,,,B
0001008969,B,A,A,,B,,,
0001008970,B,C,A,,B,,,
0001008971,A,A,C,,B,,,A
0001008972,B,C,A,,C,,,
0001008973,C,A,A,,B,,,
0001008974,B,C,C,,A,,,
0001008975,B,B,B,,A,,,
0001008976,A,B,B,,B,,,A
0001008977,A,B,A,,C,,,A
0001008978,B,C,A,,A,,,B
0001008979,B,B,A,,A,,,
0001008980,A,B,B,,C,,,
0001008981,B,B,A,,A,,,A
0001008982,C,B,A,,A,,,A
0001008983,A,A,B,,B,,,B
0001008984,B,C,A,,B,,,A
0001008985,B,C,A,,A,,,B
0001008986,C,A,B,,B,,,
0001008987,B,C,C,,C,,,
0001008988,C,B,C,,C,,,A
0001008989,B,A,B,,C,,,B
0001008990,A,C,A,,A,,,
0001008991,C,A,A,,A,,,B
0001008992,B,C,B,,B,,,
0001008993,C,B,B,,B,,,A
0001008994,B,B,B,,C,,,B
0001008995,C,B,A,,B,,,
0001008996,B,B,A,,C,,,B
0001008997,A,A,B,,A,,,A
0001008998,C,A,A,,B,,,
0001008999,A,B,C,,B,,,B
0001009000,B,C,A,,B,,,A
0001009001,A,A,A,,A,,,A
0001009002,B,B,B,,A,,,B
0001009003,C,B,A,,A,,,B
0001009004,B,A,B,,A,,,
0001009005,B,C,B,,B,,,
0001009006,A,B,B,,B,,,
0001009007,B,A,A,,B,,,A
0001009008,B,A,B,,A,,,
0001009009,B,A,B,,B,,,A
0001009010,B,A,B,,C,,,
0001009011,C,A,A,,C,,,A
0001009012,A,B,A,,B,,,A
0001009013,A,C,B,,A,,,
0001009014,B,A,C,,A,,,
0001009015,A,B,B,,B,,,
0001009016,B,C,B,,B,,,
0001009017,A,C,B,,B,,,A
0001009018,C,B,A,,A,,,A
0001009019,C,C,A,,C,,,
0001009020,A,C,A,,B,,,A
0001009021,A,B,A,,B,,,A
0001009022,A,A,C,,B,,,B
0001009023,A,C,B,,B,,,
0001009024,A,C,B,,B,,,B
0001009025,C,B,B,,C,,,
0001009026,A,A,A,,A,,,A
0001009027,A,A,B,,B,,,B
0001009028,C,B,B,,A,,,B
0001009029,B,C,B,,C,,,
0001009030,C,C,C,,A,,,A
0001009031,A,A,B,,B,,,
0001009032,A,B,C,,A,,,
0001009033,C,B,B,,A,,,B
0001009034,B,A,C,,A,,,A
0001009035,B,B,A,,C,,,A
0001009036,B,C,A,,C,,,A
0001009037,A,B,B,,B,,,B
0001009038,C,B,C,,A,,,B
0001009039,B,C,B,,A,,,
0001009040,B,B,B,,B,,,A
0001009041,A,C,C,,C,,,B
0001009042,B,C,A,,A,,,B
0001009043,B,B,A,,A,,,
0001009044,A,B,B,,C,,,A
0001009045,A,B,C,,C,,,
0001009046,A,C,C,,C,,,
0001009047,A,C,C,,A,,,
0001009048,C,B,B,,B,,,
0001009049,B,B,B,,C,,,
0001009050,B,B,A,,B,,,A
0001009051,B,B,A,,B,,,A
0001009052,C,C,B,,B,,,
0001009053,C,C,C,,A,,,A
0001009054,B,A,B,,C,,,A
0001009055,C,C,B,,B,,,
0001009056,B,A,B,,B,,,B
0001009057,B,B,B,,A,,,A
0001009058,A,B,B,,B,,,A
0001009059,A,B,C,,B,,,A
0001009060,B,A,A,,C,,,
0001009061,B,A,A,,B,,,A
0001009062,B,B,C,,B,,,A
0001009063,C,C,C,,A,,,A
0001009064,A,A,A,,B,,,
0001009065,B,C,A,,A,,,A
0001009066,C,B,C,,B,,,A
0001009067,B,B,A,,A,,,
0001009068,C,B,A,,A,,,
0001009069,C,C,B,,B,,,B
0001009070,C,B,A,,C,,,B
0001009071,A,B,A,,B,,,
0001009072,B,C,C,,C,,,B
0001009073,C,C,A,,A,,,
0001009074,B,C,A,,B,,,A
0001009075,B,B,A,,B,,,B
0001009076,C,A,B,,B,,,
0001009077,B,B,B,,C,,,
0001009078,C,C,B,,B,,,
0001009079,A,A,C,,B,,,
0001009080,C,A,A,,B,,,B
0001009081,A,B,B,,C,,,
0001009082,B,B,B,,A,,,
0001009083,B,B,C,,C,,,
0001009084,B,B,C,,C,,,A
0001009085,B,C,A,,C,,,
0001009086,B,B,B,,B,,,
0001009087,A,C,C,,A,,,A
0001009088,A,A,A,,A,,,A
0001009089,C,B,C,,C,,,
0001009090,A,B,B,,B,,,A
0001009091,B,A,A,,C,,,B
0001009092,B,B,B,,A,,,A
0001009093,A,B,A,,C,,,A
0001009094,C,B,C,,C,,,A
0001009095,C,B,A,,A,,,
0001009096,A,B,C,,A,,,
0001009097,B,C,A,,B,,,A
0001009098,B,B,B,,A,,,A
0001009099,B,A,C,,C,,,B
0001009100,A,B,C,,B,,,
0001009101,A,C,A,,B,,,
0001009102,B,B,A,,A,,,A
0001009103,B,C,A,,B,,,A
0001009104,B,C,B,,B,,,A
0001009105,A,C,A,,B,,,
0001009106,A,B,B,,B,,,B
0001009107,A,B,A,,B,,,A
0001009108,B,C,A,,A,,,B
0001009109,B,B,B,,B,,,
0001009110,A,A,C,,C,,,
0001009111,A,A,B,,A,,,A
0001009112,B,B,C,,A,,,B
0001009113,B,B,C,,C,,,
0001009114,B,C,A,,C,,,A
0001009115,C,C,A,,C,,,A
0001009116,C,A,A,,B,,,A
0001009117,C,B,C,,B,,,A
0001009118,B,C,C,,A,,,A
0001009119,A,C,B,,B,,,A
0001009120,A,B,A,,C,,,
0001009121,B,B,B,,B,,,B
0001009122,B,A,B,,B,,,B
0001009123,B,B,C,,B,,,B
0001009124,B,B,A,,C,,,A
0001009125,A,B,B,,C,,,
0001009126,A,C,A,,C,,,A
0001009127,A,B,B,,B,,,B
0001009128,A,B,A,,B,,,A
0001009129,A,B,C,,C,,,
0001009130,C,A,B,,B,,,
0001009131,B,B,B,,A,,,A
0001009132,A,C,A,,B,,,A
0001009133,B,B,B,,B,,,B
0001009134,B,C,C,,B,,,A
0001009135,A,C,B,,B,,,
0001009136,B,B,B,,A,,,A
0001009137,B,C,C,,B,,,
0001009138,B,C,A,,B,,,
0001009139,B,A,C,,A,,,B
0001009140,B,A,B,,B,,,
0001009141,A,B,B,,A,,,B
0001009142,C,B,B,,C,,,A
0001009143,C,C,A,,C,,,B
0001009144,B,C,A,,B,,,
0001009145,A,A,C,,B,,,
0001009146,B,C,C,,B,,,B
0001009147,A,A,A,,B,,,A
0001009148,B,B,B,,A,,,B
0001009149,A,B,A,,A,,,
0001009150,A,A,C,,A,,,A
0001009151,B,B,B,,C,,,A
0001009152,B,C,B,,B,,,
0001009153,A,C,C,,B,,,
0001009154,A,B,B,,C,,,B
0001009155,B,C,A,,B,,,A
0001009156,A,B,A,,B,,,A
0001009157,A,C,B,,B,,,
0001009158,A,C,C,,B,,,B
0001009159,C,C,A,,B,,,
0001009160,A,C,A,,C,,,A
0001009161,B,A,B,,A,,,A
0001009162,C,B,B,,A,,,A
0001009163,A,C,C,,A,,,
0001009164,B,B,C,,A,,,
0001009165,B,B,B,,C,,,A
0001009166,B,B,A,,A,,,
0001009167,B,A,B,,C,,,
0001009168,B,B,A,,A,,,A
0001009169,A,B,A,,A,,,
0001009170,B,B,A,,A,,,A
0001009171,B,C,B,,C,,,A
0001009172,A,C,C,,B,,,A
0001009173,C,A,C,,B,,,
0001009174,B,B,C,,C,,,B
0001009175,A,C,C,,B,,,
0001009176,B,C,C,,A,,,
0001009177,A,B,A,,A,,,
0001009178,C,B,B,,A,,,
0001009179,C,B,B,,C,,,
0001009180,A,C,A,,C,,,
0001009181,B,C,B,,A,,,A
0001009182,A,B,A,,C,,,A
0001009183,B,C,C,,B,,,
0001009184,B,B,B,,B,,,
0001009185,C,B,A,,B,,,
0001009186,C,C,B,,B,,,
0001009187,B,C,B,,A,,,B
0001009188,B,A,B,,C,,,
0001009189,C,C,B,,B,,,
0001009190,A,C,A,,A,,,
0001009191,A,B,A,,A,,,B
0001009192,B,C,B,,B,,,
0001009193,B,C,A,,B,,,
0001009194,B,C,A,,B,,,A
0001009195,B,B,A,,A,,,
0001009196,B,B,B,,C,,,
0001009197,B,C,B,,B,,,A
0001009198,B,B,B,,B,,,
0001009199,A,C,B,,B,,,A
0001009200,B,B,C,,B,,,A
0001009201,A,B,B,,C,,,A
0001009202,C,C,B,,A,,,A
0001009203,C,A,A,,A,,,B
0001009204,B,B,A,,A,,,
0001009205,C,B,C,,C,,,B
0001009206,B,B,C,,B,,,
0001009207,C,A,C,,B,,,
0001009208,B,B,B,,C,,,A
0001009209,C,B,B,,B,,,
0001009210,B,B,A,,B,,,A
0001009211,B,C,B,,A,,,B
0001009212,A,B,B,,B,,,
0001009213,A,A,B,,C,,,A
0001009214,A,C,C,,A,,,A
0001009215,B,C,B,,B,,,A
0001009216,B,A,A,,A,,,B
0001009217,B,B,C,,B,,,
0001009218,B,B,A,,B,,,
0001009219,C,C,A,,B,,,
0001009220,B,B,A,,C,,,B
0001009221,A,B,B,,B,,,
0001009222,B,C,A,,A,,,A
0001009223,B,C,C,,A,,,
0001009224,A,B,A,,A,,,A
0001009225,B,B,A,,A,,,
0001009226,C,B,B,,B,,,B
0001009227,A,C,A,,A,,,
0001009228,C,A,A,,A,,,
0001009229,C,B,B,,B,,,
0001009230,A,C,B,,A,,,A
0001009231,C,C,A,,B,,,B
0001009232,B,B,A,,C,,,A
0001009233,C,A,B,,B,,,
0001009234,B,A,C,,A,,,B
0001009235,C,B,A,,B,,,
0001009236,A,C,B,,A,,,
0001009237,B,A,B,,C,,,A
0001009238,A,B,A,,A,,,A
0001009239,B,A,C,,B,,,A
0001009240,A,B,A,,B,,,A
0001009241,B,B,C,,A,,,
0001009242,B,C,B,,B,,,
0001009243,B,C,A,,B,,,B
0001009244,B,B,A,,B,,,A
0001009245,B,B,C,,A,,,A
0001009246,B,C,C,,B,,,B
0001009247,B,B,C,,B,,,B
0001009248,B,C,C,,B,,,
0001009249,B,B,C,,B,,,
0001009250,B,C,C,,B,,,
0001009251,A,B,A,,B,,,
0001009252,B,C,A,,B,,,
0001009253,C,A,A,,C,,,A
0001009254,B,C,B,,B,,,
0001009255,B,C,B,,C,,,B
0001009256,B,C,A,,C,,,
0001009257,B,C,C,,B,,,
0001009258,A,B,B,,B,,,
0001009259,B,C,B,,B,,,
0001009260,B,A,C,,B,,,A
0001009261,B,A,A,,A,,,A
0001009262,B,A,A,,B,,,A
0001009263,B,B,C,,B,,,A
0001009264,B,A,A,,B,,,
0001009265,A,C,A,,C,,,A
0001009266,B,B,A,,C,,,A
0001009267,A,A,A,,B,,,
0001009268,B,A,C,,B,,,A
0001009269,B,B,C,,B,,,B
0001009270,A,B,B,,B,,,B
0001009271,B,B,B,,B,,,
0001009272,B,C,A,,A,,,
0001009273,C,B,C,,C,,,
0001009274,B,C,A,,B,,,
0001009275,C,B,B,,B,,,B
0001009276,C,A,B,,B,,,
0001009277,C,B,A,,A,,,
0001009278,A,C,C,,A,,,A
0001009279,A,B,C,,A,,,B
0001009280,A,B,B,,B,,,B
0001009281,B,B,A,,A,,,
0001009282,B,B,A,,C,,,A
0001009283,B,C,B,,B,,,
0001009284,A,C,C,,A,,,
0001009285,B,B,C,,A,,,A
0001009286,A,C,B,,A,,,
0001009287,C,A,A,,A,,,A
0001009288,A,A,A,,B,,,A
0001009289,B,C,C,,C,,,A
0001009290,A,C,B,,A,,,
0001009291,A,A,A,,A,,,
0001009292,B,B,A,,B,,,
0001009293,A,B,A,,A,,,B
0001009294,C,B,B,,A,,,
0001009295,B,B,A,,B,,,
0001009296,A,A,B,,A,,,B
0001009297,C,B,B,,B,,,
0001009298,A,B,A,,C,,,
0001009299,B,B,A,,B,,,A
0001009300,A,B,A,,C,,,A
0001009301,C,C,C,,B,,,
0001009302,C,A,A,,B,,,
0001009303,B,A,A,,C,,,A
0001009304,B,B,C,,C,,,B
0001009305,A,B,C,,B,,,
0001009306,B,B,A,,A,,,
0001009307,B,A,C,,A,,,
0001009308,A,B,B,,B,,,A
0001009309,A,B,C,,B,,,B
0001009310,B,B,B,,B,,,
0001009311,B,A,C,,B,,,A
0001009312,B,C,A,,B,,,B
0001009313,B,A,C,,C,,,
0001009314,C,B,B,,B,,,A
0001009315,A,B,B,,C,,,
0001009316,B,C,A,,B,,,
0001009317,B,A,A,,A,,,
0001009318,A,B,A,,B,,,
0001009319,B,B,B,,B,,,
0001009320,C,C,C,,B,,,B
0001009321,A,B,A,,B,,,
0001009322,B,B,B,,C,,,A
0001009323,A,B,B,,A,,,
0001009324,B,B,B,,B,,,A
0001009325,C,B,B,,C,,,B
0001009326,B,C,A,,B,,,A
0001009327,A,C,B,,A,,,
0001009328,B,A,B,,B,,,
0001009329,B,A,A,,B,,,A
0001009330,B,A,A,,A,,,
0001009331,A,B,B,,C,,,
0001009332,C,B,B,,B,,,
0001009333,B,C,C,,B,,,
0001009334,A,A,A,,C,,,
0001009335,B,C,A,,B,,,A
0001009336,A,B,C,,B,,,
0001009337,A,C,A,,A,,,
0001009338,C,B,A,,A,,,
0001009339,B,C,C,,B,,,
0001009340,A,B,A,,C,,,A
0001009341,A,C,B,,A,,,A
0001009342,C,B,B,,A,,,B
0001009343,B,C,B,,B,,,B
0001009344,C,A,A,,B,,,B
0001009345,B,A,C,,A,,,
0001009346,B,C,A,,B,,,
0001009347,B,C,B,,C,,,A
0001009348,C,B,A,,A,,,A
0001009349,C,B,A,,B,,,
0001009350,A,B,C,,C,,,A
0001009351,C,A,A,,B,,,A
0001009352,B,C,A,,A,,,
0001009353,A,A,A,,B,,,
0001009354,A,A,A,,C,,,A
0001009355,B,B,A,,B,,,
0001009356,B,A,B,,C,,,
0001009357,B,C,C,,C,,,A
0001009358,B,A,B,,B,,,A
0001009359,B,A,A,,A,,,
0001009360,C,A,B,,B,,,
0001009361,A,B,B,,A,,,A
0001009362,B,C,C,,B,,,
0001009363,A,C,B,,B,,,
0001009364,A,B,C,,A,,,A
0001009365,C,C,A,,B,,,
0001009366,A,B,A,,B,,,
0001009367,B,C,A,,B,,,B
0001009368,A,B,A,,B,,,B
0001009369,A,A,B,,A,,,B
0001009370,B,B,B,,B,,,A
0001009371,C,B,C,,C,,,
0001009372,A,A,A,,B,,,
0001009373,B,C,C,,B,,,
0001009374,B,C,C,,B,,,
0001009375,B,C,B,,B,,,
0001009376,B,A,A,,A,,,
0001009377,A,B,A,,A,,,
0001009378,B,B,B,,B,,,B
0001009379,C,A,A,,B,,,
0001009380,C,A,A,,B,,,B
0001009381,B,C,A,,B,,,
0001009382,B,C,C,,B,,,A
0001009383,B,A,A,,B,,,
0001009384,A,B,B,,A,,,A
0001009385,A,B,B,,B,,,B
0001009386,B,B,A,,B,,,A
0001009387,B,A,C,,A,,,A
0001009388,A,A,B,,B,,,A
0001009389,B,C,A,,A,,,
0001009390,B,B,A,,B,,,
0001009391,B,B,A,,A,,,A
0001009392,A,B,C,,B,,,A
0001009393,A,A,A,,C,,,A
0001009394,A,C,B,,B,,,
0001009395,B,B,B,,B,,,A
0001009396,A,B,A,,A,,,A
0001009397,C,C,A,,B,,,
0001009398,B,A,A,,B,,,A
0001009399,C,C,A,,C,,,A
0001009400,C,B,B,,C,,,B
0001009401,A,A,C,,A,,,
0001009402,A,B,B,,C,,,A
0001009403,A,A,B,,A,,,
0001009404,B,C,B,,C,,,A
0001009405,A,A,A,,B,,,
0001009406,C,B,A,,C,,,B
0001009407,A,B,A,,B,,,A
0001009408,A,C,B,,A,,,
0001009409,C,B,B,,B,,,
0001009410,C,C,B,,B,,,
0001009411,C,B,A,,B,,,
0001009412,B,B,B,,A,,,A
0001009413,B,B,B,,B,,,A
0001009414,B,B,A,,A,,,B
0001009415,A,C,C,,B,,,
0001009416,C,B,A,,B,,,
0001009417,B,A,B,,C,,,
0001009418,B,C,A,,B,,,
0001009419,B,B,A,,C,,,B
0001009420,B,A,A,,A,,,A
0001009421,A,B,B,,B,,,B
0001009422,B,A,C,,A,,,A
0001009423,B,B,A,,B,,,A
0001009424,B,B,B,,A,,,A
0001009425,B,B,A,,B,,,A
0001009426,C,B,B,,B,,,
0001009427,A,C,B,,A,,,B
0001009428,B,B,C,,B,,,
0001009429,A,C,A,,A,,,A
0001009430,B,B,A,,B,,,B
0001009431,C,C,B,,B,,,
0001009432,B,B,B,,B,,,
0001009433,C,B,B,,B,,,A
0001009434,B,A,C,,B,,,B
0001009435,B,C,C,,A,,,
0001009436,A,A,B,,B,,,A
0001009437,C,B,B,,B,,,
0001009438,B,C,A,,B,,,
0001009439,C,B,A,,B,,,B
0001009440,B,B,B,,B,,,B
0001009441,B,B,C,,B,,,
0001009442,C,A,B,,C,,,
0001009443,B,C,A,,B,,,A
0001009444,B,B,B,,A,,,
0001009445,A,B,B,,A,,,B
0001009446,A,A,B,,B,,,B
0001009447,B,B,A,,B,,,
0001009448,C,B,C,,A,,,
0001009449,B,C,C,,B,,,
0001009450,A,B,C,,B,,,B
0001009451,B,B,A,,B,,,
0001009452,B,C,A,,A,,,
0001009453,B,C,B,,C,,,A
0001009454,A,C,B,,A,,,A
0001009455,B,B,C,,C,,,A
0001009456,A,B,A,,B,,,B
0001009457,B,A,C,,B,,,A
0001009458,C,C,A,,A,,,A
0001009459,A,A,C,,A,,,A
0001009460,A,C,B,,C,,,B
0001009461,A,B,C,,A,,,
0001009462,A,B,A,,B,,,B
0001009463,B,C,B,,C,,,A
0001009464,B,C,B,,A,,,B
0001009465,A,B,C,,B,,,
0001009466,B,C,A,,A,,,A
0001009467,A,A,A,,B,,,A
0001009468,B,A,C,,B,,,A
0001009469,A,C,C,,B,,,A
0001009470,B,C,C,,B,,,
0001009471,B,B,C,,B,,,
0001009472,B,B,B,,C,,,A
0001009473,C,A,B,,A,,,
0001009474,B,B,A,,B,,,
0001009475,A,B,B,,A,,,
0001009476,A,B,C,,A,,,B
0001009477,B,A,C,,B,,,
0001009478,B,B,A,,B,,,
0001009479,A,B,A,,A,,,B
0001009480,C,B,B,,B,,,A
0001009481,A,C,A,,A,,,A
0001009482,B,A,A,,C,,,A
0001009483,B,B,B,,A,,,
0001009484,C,B,B,,B,,,
0001009485,B,A,A,,C,,,B
0001009486,A,C,A,,A,,,
0001009487,B,B,C,,C,,,B
0001009488,C,A,B,,A,,,
0001009489,A,A,A,,B,,,
0001009490,A,C,A,,A,,,
0001009491,A,B,A,,C,,,
0001009492,C,B,B,,A,,,
0001009493,B,C,B,,A,,,A
0001009494,B,B,B,,B,,,A
0001009495,B,B,B,,A,,,B
0001009496,C,B,A,,A,,,A
0001009497,A,C,C,,C,,,
0001009498,B,B,B,,B,,,
0001009499,A,C,A,,B,,,B
0001009500,A,B,B,,A,,,A
0001009501,B,B,B,,B,,,
0001009502,C,B,B,,C,,,B
0001009503,C,C,A,,A,,,
0001009504,B,B,C,,B,,,
0001009505,A,B,C,,A,,,
0001009506,A,B,A,,B,,,
0001009507,C,B,A,,B,,,A
0001009508,C,B,A,,A,,,
0001009509,B,B,C,,A,,,
0001009510,B,A,B,,A,,,B
0001009511,A,B,B,,A,,,
0001009512,B,A,A,,A,,,
0001009513,C,A,A,,B,,,A
0001009514,B,A,A,,B,,,
0001009515,C,B,B,,B,,,B
0001009516,B,B,A,,C,,,
0001009517,C,C,B,,A,,,B
0001009518,B,C,B,,B,,,A
0001009519,C,C,A,,C,,,
0001009520,B,B,B,,B,,,
0001009521,B,B,C,,C,,,
0001009522,B,B,B,,C,,,A
0001009523,B,B,C,,A,,,
0001009524,B,C,C,,A,,,
0001009525,B,B,A,,A,,,
0001009526,A,B,A,,A,,,
0001009527,C,C,C,,B,,,
0001009528,C,C,C,,B,,,
0001009529,C,B,B,,C,,,
0001009530,B,C,B,,B,,,
0001009531,B,C,A,,B,,,
0001009532,B,C,A,,B,,,
0001009533,A,C,C,,C,,,
0001009534,C,B,A,,A,,,B
0001009535,B,B,A,,B,,,
0001009536,C,B,B,,B,,,
0001009537,A,A,B,,B,,,
0001009538,B,B,A,,A,,,
0001009539,A,B,B,,B,,,
0001009540,B,A,B,,A,,,
0001009541,B,B,C,,B,,,
0001009542,B,B,C,,B,,,
0001009543,B,B,A,,B,,,A
0001009544,B,C,C,,A,,,B
0001009545,C,B,A,,A,,,
0001009546,C,C,C,,B,,,
0001009547,B,C,A,,C,,,
0001009548,B,C,A,,A,,,
0001009549,B,C,B,,B,,,A
0001009550,B,C,C,,B,,,B
0001009551,B,A,C,,B,,,
0001009552,B,A,A,,B,,,
0001009553,B,B,B,,C,,,B
0001009554,A,B,B,,B,,,A
0001009555,B,C,B,,C,,,
0001009556,C,A,B,,B,,,A
0001009557,A,B,A,,A,,,A
0001009558,B,B,C,,B,,,
0001009559,B,C,A,,A,,,
0001009560,C,B,B,,B,,,B
0001009561,B,A,A,,A,,,A
0001009562,B,B,C,,B,,,B
0001009563,B,B,B,,B,,,
0001009564,B,B,B,,A,,,A
0001009565,B,B,A,,B,,,
0001009566,B,B,B,,A,,,B
0001009567,A,A,A,,B,,,B
0001009568,A,C,A,,B,,,
0001009569,C,C,A,,A,,,
0001009570,B,B,B,,A,,,A
0001009571,A,A,B,,B,,,A
0001009572,B,B,A,,B,,,B
0001009573,A,A,B,,B,,,
0001009574,C,C,B,,A,,,B
0001009575,A,B,B,,B,,,
0001009576,C,B,B,,A,,,A
0001009577,A,C,C,,A,,,
0001009578,A,B,A,,A,,,
0001009579,A,B,A,,A,,,
0001009580,C,B,A,,C,,,
0001009581,B,A,B,,B,,,B
0001009582,A,C,B,,B,,,B
0001009583,B,A,C,,A,,,
0001009584,A,A,A,,B,,,
0001009585,B,C,A,,B,,,
0001009586,B,B,C,,A,,,B
0001009587,B,C,B,,A,,,
0001009588,A,C,C,,B,,,A
0001009589,B,A,A,,B,,,A
0001009590,C,A,A,,C,,,
0001009591,C,B,B,,B,,,B
0001009592,A,A,B,,B,,,
0001009593,B,C,B,,B,,,A
0001009594,A,B,A,,A,,,B
0001009595,A,B,B,,B,,,
0001009596,C,B,C,,A,,,
0001009597,B,C,B,,B,,,B
0001009598,B,C,A,,B,,,A
0001009599,B,C,B,,B,,,
0001009600,B,B,A,,B,,,A
0001009601,B,B,A,,B,,,
0001009602,A,C,B,,C,,,A
0001009603,C,B,A,,A,,,A
0001009604,A,C,C,,A,,,
0001009605,B,B,B,,B,,,B
