Id,Name,AccountNumber,Type,Industry,AnnualRevenue,NumberOfEmployees,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,Phone,Website,Rating,OwnerId,CreatedDate,LastModifiedDate,IsDeleted
00100010606,Petersen PLC,ACC-010606,Customer - Direct,Healthcare,3425160.94,58,7908 Sloan Brook Apt. 872,Humphreyton,AK,15311,USA,+1-236-851-0344x4429,www.hill-cooper.biz,Warm,0050005,2023-02-05 17:21:13,2023-04-09 17:21:13,False
00100010607,"Barrera, Morales and Rangel",ACC-010607,Prospect,Technology,7511556.37,30,0622 Mario Key,Brennanberg,MD,56268,USA,001-922-621-9053x34704,www.lester-torres.com,Cold,0050015,2025-08-26 17:21:13,2026-07-15 17:21:13,False
00100010608,"Floyd, Watson and Walker",ACC-010608,Partner,Energy,4332632.72,216,2138 Larry Overpass Apt. 245,Jefferyburgh,UT,78611,USA,5034622117,www.booker.com,Hot,0050017,2022-05-27 17:21:13,2022-09-27 17:21:13,False
00100010609,"Day, Dennis and Williamson",ACC-010609,Customer - Direct,Technology,1354315.97,1189,585 Henry Skyway Suite 252,Craigville,NY,43452,USA,359.617.1050x8054,www.gibson-adams.com,Cold,0050003,2021-11-01 17:21:13,2022-01-22 17:21:13,False
00100010610,Fowler-Kelly,ACC-010610,Customer - Direct,Media,8613947.16,373,7841 Wilson Prairie,Jacquelineshire,NH,26641,USA,549-330-5378x803,www.robinson.com,Warm,0050017,2024-01-27 17:21:13,2024-11-05 17:21:13,False
00100010611,Petersen PLC,ACC-010611,Customer - Direct,Media,4784288.03,364,0878 Lisa Point,West Laurafort,ND,62788,USA,404.386.2515,www.holt-ortiz.com,Warm,0050015,2025-09-26 17:21:13,2026-07-06 17:21:13,False
00100010612,Daniel-Webb,ACC-010612,Customer - Channel,Healthcare,15087794.59,12,89156 Lopez Harbors,Crawfordfort,NV,97796,USA,(629)869-1433x6299,www.leon.com,Warm,0050004,2023-07-12 17:21:13,2023-08-29 17:21:13,False
00100010613,"Matthews, Willis and Johnson",ACC-010613,Prospect,Telecommunications,476648.63,98,08985 Perez Brook,Port Sarah,VT,45115,USA,(411)689-6844,www.hill-pace.net,Warm,0050011,2024-07-21 17:21:13,2024-09-18 17:21:13,False
00100010614,Harvey-Crosby,ACC-010614,Customer - Direct,Financial Services,2120358.11,42,572 Colon Overpass Suite 958,New Judy,MP,78139,USA,3224179789,www.rice-lopez.org,Warm,0050016,2023-03-24 17:21:13,2023-05-24 17:21:13,False
00100010615,Roach-Murray,ACC-010615,Customer - Direct,Media,143960.66,2344,844 Cochran Turnpike Suite 367,New Wanda,NC,14238,USA,323-303-8856,www.sanchez.net,Warm,0050001,2022-03-08 17:21:13,2022-05-26 17:21:13,False
00100010616,Hill LLC,ACC-010616,Customer - Channel,Healthcare,105042244.07,26,99217 Ray Land,Dylanchester,NE,77204,USA,235.715.8807,www.martinez.com,Warm,0050016,2023-01-08 17:21:13,2023-06-07 17:21:13,False
00100010617,"Garner, Martinez and Allen",ACC-010617,Customer - Direct,Healthcare,1310437.47,165,38297 Taylor Way,Michaelbury,VA,56415,USA,2906858181,www.brown-taylor.com,Cold,0050004,2022-12-17 17:21:13,2023-12-14 17:21:13,False
00100010618,"Murray, Morales and Bullock",ACC-010618,Customer - Channel,Manufacturing,158112.07,282,66271 Hannah Pass Suite 933,Johnton,VT,01433,USA,+1-858-556-1547x3156,www.freeman.com,Warm,0050011,2024-04-13 17:21:13,2024-11-12 17:21:13,False
00100010619,James and Sons,ACC-010619,Customer - Direct,Telecommunications,6629869.82,88,902 Thomas Falls Suite 028,Barajasfurt,MT,01115,USA,934-728-1644x16101,www.snow.com,Cold,0050019,2021-02-18 17:21:13,2021-10-24 17:21:13,False
00100010620,Clayton-Williams,ACC-010620,Customer - Direct,Transportation,1197871.25,87,03880 Tracy Forest Apt. 427,Clarkberg,PR,67231,USA,744-547-1893,www.johnston.com,Warm,0050018,2023-03-02 17:21:13,2023-07-05 17:21:13,False
00100010621,Simpson-Green,ACC-010621,Prospect,Telecommunications,15406668.42,448,228 Mays Pass,Hubbardmouth,WV,46455,USA,635-587-2717,www.may.net,Hot,0050005,2023-04-03 17:21:13,2024-01-11 17:21:13,False
00100010622,"Galloway, Mccormick and Todd",ACC-010622,Customer - Direct,Media,2054907.44,1524,034 Brittany Trace Apt. 873,Ramosstad,NY,29657,USA,001-233-364-7704x1309,www.lee-petersen.biz,Warm,0050006,2025-01-01 17:21:13,2025-07-17 17:21:13,False
00100010623,Lopez and Sons,ACC-010623,Customer - Direct,Manufacturing,6023799.25,5,54204 Diana Extension Apt. 190,Shannonberg,AL,35697,USA,001-541-300-7941x93245,www.howell.org,Warm,0050010,2024-09-29 17:21:13,2025-08-02 17:21:13,False
00100010624,Garcia-Walters,ACC-010624,Prospect,Media,2706271.92,343,48709 Hernandez Loaf,Michelleshire,MT,27329,USA,(225)617-4224,www.brewer.com,Cold,0050005,2022-12-19 17:21:13,2023-02-27 17:21:13,False
00100010625,"Poole, Williams and Lee",ACC-010625,Partner,Media,48319194.8,57,616 Brent Bridge Apt. 867,North Sarah,FL,05107,USA,7955366219,www.mullen-silva.com,Warm,0050010,2020-12-20 17:21:13,2021-01-25 17:21:13,False
00100010626,Marshall-Jacobs,ACC-010626,Customer - Direct,Telecommunications,30469.77,9,17325 Anthony Mountain,New Steven,ID,99150,USA,001-307-822-1138x69087,www.thomas-wilson.com,Warm,0050009,2024-04-07 17:21:13,2024-11-06 17:21:13,False
00100010627,Berg-Mckinney,ACC-010627,Customer - Direct,Financial Services,2206583.08,990,617 Ashley Plaza Apt. 707,Kirkchester,AR,19467,USA,244.422.5216,www.white-pruitt.com,Warm,0050002,2023-11-28 17:21:13,2024-08-14 17:21:13,False
00100010628,Thomas Ltd,ACC-010628,Customer - Direct,Transportation,12093893.23,840,447 Ware Lane,East Emilychester,SD,82487,USA,(251)432-7617x948,www.gould-wilcox.com,Warm,0050009,2024-04-25 17:21:13,2024-04-27 17:21:13,False
00100010629,"Fernandez, Rodriguez and Johnson",ACC-010629,Customer - Direct,Financial Services,339307.45,295,91589 George Meadows,Holderport,VA,80015,USA,+1-564-978-6862,www.kidd-velez.net,Warm,0050011,2024-03-24 17:21:13,2024-08-24 17:21:13,False
00100010630,"Adams, Bryant and Johnson",ACC-010630,Partner,Energy,8731217.07,72,8191 Travis River,North Samuel,AZ,07100,USA,(898)636-9235x3484,www.blackburn-williams.com,Cold,0050010,2021-02-12 17:21:13,2021-12-10 17:21:13,False
00100010631,Walker PLC,ACC-010631,Competitor,Technology,820156.95,1200,4622 Gary Expressway Apt. 720,Raventown,FM,27781,USA,001-330-200-0886x34673,www.black.org,Warm,0050010,2022-07-25 17:21:13,2023-06-28 17:21:13,False
00100010632,Martinez Inc,ACC-010632,Prospect,Healthcare,3550685.58,359,09169 Lori Dam Suite 379,Singhton,MS,01668,USA,+1-854-581-8674,www.williams.org,Warm,0050015,2023-01-26 17:21:13,2023-04-13 17:21:13,False
00100010633,"Ramirez, Robinson and Hamilton",ACC-010633,Customer - Direct,Telecommunications,3538385.33,16,371 Alexandra Corner,Christopherside,SD,48916,USA,001-345-782-9420x340,www.nguyen.com,Hot,0050012,2023-04-24 17:21:13,2024-01-25 17:21:13,False
00100010634,Jenkins-Griffin,ACC-010634,Customer - Channel,Technology,806142.99,17,994 Perkins Squares Suite 667,Lake Brian,AR,72660,USA,(540)928-1822,www.nielsen.biz,Warm,0050008,2023-02-06 17:21:13,2023-08-02 17:21:13,False
00100010635,Johnson LLC,ACC-010635,Competitor,Healthcare,61640.72,43,4527 Kristine Knolls,South Larry,IN,45647,USA,300.341.2918x285,www.barnes.com,Cold,0050016,2023-12-14 17:21:13,2024-09-22 17:21:13,False
00100010636,Cunningham-Mitchell,ACC-010636,Customer - Direct,Telecommunications,3198281.93,39,00792 Brian Meadow Suite 001,New John,FL,60568,USA,701-323-2961,www.johnson.net,Warm,0050003,2021-07-15 17:21:13,2022-04-20 17:21:13,False
00100010637,"Brooks, Jimenez and Jordan",ACC-010637,Customer - Channel,Healthcare,5413111.92,13,44604 Patricia Mill Suite 346,North Christymouth,IA,01398,USA,(973)847-2435x861,www.jackson.com,Cold,0050006,2023-09-13 17:21:13,2024-05-04 17:21:13,False
00100010638,Barnett-White,ACC-010638,Customer - Direct,Manufacturing,97580263.5,26,86665 Cisneros Walks Apt. 419,Hensonchester,PR,72037,USA,784.294.7712x903,www.gutierrez.net,Hot,0050004,2024-01-04 17:21:13,2024-04-10 17:21:13,False
00100010639,Mason-Webb,ACC-010639,Prospect,Financial Services,493120.02,500,23543 Brown Stream Suite 682,East Christopherchester,MP,33633,USA,+1-352-354-9206x441,www.page.net,Warm,0050004,2021-11-26 17:21:13,2022-03-29 17:21:13,False
00100010640,Schmidt Group,ACC-010640,Partner,Healthcare,748926.85,71,63435 Mason Way,Lake Calvin,NC,36837,USA,001-368-306-6405,www.white.com,Hot,0050006,2022-08-10 17:21:13,2023-02-23 17:21:13,False
00100010641,Gonzalez-Brady,ACC-010641,Customer - Direct,Transportation,4354358.11,15,230 Jeanette Center,Cherylhaven,NE,01050,USA,472.218.6003,www.harris.org,Hot,0050005,2024-07-03 17:21:13,2025-01-30 17:21:13,False
00100010642,"Munoz, Rubio and Miller",ACC-010642,Customer - Direct,Retail,5345649.73,0,03471 Daniel Spurs Suite 197,Williamsville,FM,83121,USA,001-762-259-0841x94785,www.martinez.com,Hot,0050010,2025-07-27 17:21:13,2026-01-06 17:21:13,False
00100010643,Moreno-Mccarthy,ACC-010643,Partner,Financial Services,26844811.33,232,2887 Thomas Tunnel,Georgeton,VT,30214,USA,416.516.0881x972,www.larson.biz,Warm,0050002,2021-08-21 17:21:13,2022-04-21 17:21:13,False
00100010644,Castillo-Hampton,ACC-010644,Customer - Channel,Manufacturing,71091726.62,1355,5307 Castro Coves,East Laurenside,AL,88808,USA,001-585-857-8002x4432,www.martin.biz,Warm,0050016,2021-11-10 17:21:13,2022-05-25 17:21:13,False
00100010645,"Johnson, Holder and Morrison",ACC-010645,Customer - Direct,Retail,115842.76,51,574 Estrada Brooks Suite 751,Harveyville,IA,76269,USA,(921)250-1642x610,www.gonzalez.net,Hot,0050004,2023-08-26 17:21:13,2024-07-31 17:21:13,False
00100010646,Orozco-Moore,ACC-010646,Prospect,Manufacturing,2208858.3,5,198 Becky Heights,Wesleybury,AK,01840,USA,816-991-0530x2151,www.diaz.biz,Warm,0050001,2021-05-16 17:21:13,2022-04-15 17:21:13,False
00100010647,"Carter, Marquez and Sanchez",ACC-010647,Prospect,Retail,697097.88,780,48110 Smith Crest Suite 764,South William,AS,77205,USA,(715)373-8551x28177,www.young.org,Cold,0050012,2024-12-17 17:21:13,2025-08-28 17:21:13,False
00100010648,Hunter-Peterson,ACC-010648,Customer - Direct,Media,12830617.22,132,60972 Jessica Brook Apt. 446,Kelseychester,WI,61131,USA,920.351.7107x308,www.cruz-baker.info,Warm,0050009,2025-08-10 17:21:13,2025-10-14 17:21:13,False
00100010649,"Cooley, Goodwin and Olson",ACC-010649,Prospect,Retail,318181.78,501,17543 Kimberly Mills,Loriport,NY,43009,USA,001-872-460-2925x468,www.lopez-black.com,Hot,0050018,2022-12-31 17:21:13,2023-10-30 17:21:13,False
00100010650,West Group,ACC-010650,Customer - Direct,Transportation,134772.44,4390,07632 Dougherty Wall Apt. 538,Alvarezberg,MI,79634,USA,(238)668-7906,www.sellers.com,Hot,0050009,2023-12-15 17:21:13,2024-02-05 17:21:13,False
00100010651,Brown LLC,ACC-010651,Prospect,Transportation,383960.58,6787,40508 Thomas Ports Suite 159,Pattersonview,WI,01658,USA,435-867-0789x77554,www.willis.com,Warm,0050002,2020-11-29 17:21:13,2021-07-13 17:21:13,False
00100010652,"Green, Bruce and Woods",ACC-010652,Prospect,Manufacturing,83837101.25,7348,273 Brian Fall Apt. 271,Port Charlesmouth,MP,49127,USA,+1-776-391-7162x0429,www.adams-tran.org,Warm,0050010,2025-04-03 17:21:13,2025-12-29 17:21:13,False
00100010653,"Hall, Brooks and Case",ACC-010653,Customer - Channel,Retail,116169.02,1233,039 Jacob Falls Suite 980,West Jackfurt,KY,65441,USA,506-380-1770,www.bradshaw-griffin.com,Cold,0050012,2023-04-03 17:21:13,2023-04-11 17:21:13,False
00100010654,Jennings-Pugh,ACC-010654,Customer - Direct,Energy,444475.78,1180,332 Conley Falls Suite 469,Port Daniel,AS,58247,USA,(594)276-3808,www.sanders.com,Warm,0050016,2021-10-06 17:21:13,2021-12-19 17:21:13,False
00100010655,Gilbert-Salazar,ACC-010655,Competitor,Media,11726013.85,1231,93932 Haynes Trace Suite 281,New David,MS,29626,USA,(404)996-0266x765,www.tran.com,Warm,0050018,2023-07-08 17:21:13,2024-06-08 17:21:13,False
00100010656,Chapman LLC,ACC-010656,Prospect,Telecommunications,12058650.14,15,70886 Cabrera Manor Suite 560,North Amy,TN,94200,USA,692-590-2215,www.johnson.com,Warm,0050014,2024-12-12 17:21:13,2025-01-20 17:21:13,False
00100010657,"Perez, Roach and Bailey",ACC-010657,Customer - Channel,Energy,11581099.02,265,32023 Jones Drives,Rebeccamouth,MI,08283,USA,693-554-5036,www.lee.com,Cold,0050007,2023-03-08 17:21:13,2023-07-22 17:21:13,False
00100010658,Horn-Long,ACC-010658,Customer - Direct,Technology,714702.11,263,620 Michael Summit,North David,WY,35820,USA,001-441-229-0759x65999,www.thomas.biz,Warm,0050008,2023-12-01 17:21:13,2024-10-16 17:21:13,False
00100010659,Jones Group,ACC-010659,Customer - Direct,Technology,326328.96,211,542 Rebecca Lights Apt. 941,South Matthew,WY,13318,USA,001-722-567-1317,www.morales.com,Hot,0050008,2021-12-06 17:21:13,2022-06-28 17:21:13,False
00100010660,Flores-Contreras,ACC-010660,Partner,Healthcare,11037570.46,37494,6120 Martinez Valleys Apt. 009,Lake Judy,ND,35704,USA,324-603-2115x35505,www.cortez.com,Hot,0050002,2022-03-04 17:21:13,2022-04-15 17:21:13,False
00100010661,"Bowman, Evans and Wade",ACC-010661,Prospect,Transportation,1365841.2,1,779 Little Green,Jacobsberg,MN,91258,USA,001-442-221-8834x5819,www.ingram-webb.com,Hot,0050011,2021-01-14 17:21:13,2021-07-02 17:21:13,False
00100010662,Vasquez-Reyes,ACC-010662,Partner,Energy,55787628.44,1,32998 Gomez Knolls,East Matthewside,TN,38490,USA,(940)485-8588x38256,www.kramer-smith.net,Cold,0050003,2021-01-13 17:21:13,2021-12-25 17:21:13,False
00100010663,Sanders-Martinez,ACC-010663,Partner,Financial Services,1062470.6,1129,4355 Kristi Lock,New Erik,HI,46423,USA,4188256247,www.chapman.com,Warm,0050017,2020-12-30 17:21:13,2021-09-30 17:21:13,False
00100010664,"Smith, Rosales and Jackson",ACC-010664,Customer - Channel,Healthcare,325559.0,1443,41499 Brooke Turnpike,New Jacquelinechester,MO,22814,USA,001-870-526-6045x095,www.jones.com,Hot,0050003,2023-09-07 17:21:13,2024-02-17 17:21:13,False
00100010665,Love PLC,ACC-010665,Prospect,Retail,104437418.37,605,19335 Amber Fall,East Kenneth,NH,12775,USA,493-960-0608,www.hopkins-flores.com,Cold,0050009,2022-04-20 17:21:13,2022-12-26 17:21:13,False
00100010666,Rodriguez-Cohen,ACC-010666,Partner,Financial Services,110704633.12,148,76264 Jeanne Station Suite 009,Jeremyburgh,ID,36070,USA,(617)362-3133x61094,www.evans-mcmillan.com,Warm,0050013,2020-12-03 17:21:13,2021-09-07 17:21:13,False
00100010667,Bailey-Yoder,ACC-010667,Prospect,Transportation,1303941.45,4,37277 Mills Neck Suite 063,Cassandraburgh,RI,06399,USA,961-575-5188x701,www.evans.com,Warm,0050011,2025-08-12 17:21:13,2026-06-25 17:21:13,False
00100010668,Mitchell and Sons,ACC-010668,Customer - Direct,Healthcare,38959218.75,31846,4417 Jeffery Key Suite 538,Armstrongmouth,OK,01913,USA,(254)685-3626,www.mcdonald.com,Warm,0050011,2025-06-06 17:21:13,2025-10-05 17:21:13,False
00100010669,Delgado Inc,ACC-010669,Customer - Direct,Transportation,4839214.24,24,85574 Christopher Stream Suite 359,Port Laurenshire,WI,29385,USA,681.646.0476x1437,www.bryant.biz,Warm,0050014,2022-04-11 17:21:13,2023-03-28 17:21:13,False
00100010670,Daniels Group,ACC-010670,Customer - Direct,Energy,97467.86,212,4672 Fischer Lodge Apt. 541,Lisashire,AZ,08340,USA,(777)229-1084,www.gibson.com,Warm,0050006,2024-03-15 17:21:13,2024-07-10 17:21:13,False
00100010671,Cherry-Cox,ACC-010671,Prospect,Technology,3531325.05,337,50337 Melendez Ramp Apt. 306,Newmanborough,AK,53526,USA,218.922.2667x9419,www.holland.com,Hot,0050015,2021-08-17 17:21:13,2021-10-03 17:21:13,False
00100010672,"Harper, Serrano and Hughes",ACC-010672,Customer - Direct,Telecommunications,212851.86,110,634 Heather Square,Archertown,WA,41777,USA,+1-350-849-2217x0486,www.cummings.com,Cold,0050014,2023-05-20 17:21:13,2023-07-10 17:21:13,False
00100010673,Farmer Group,ACC-010673,Customer - Direct,Financial Services,1546708.14,108,073 Katie Pass,Lake Wandaside,GA,64796,USA,982-265-3371,www.henderson.com,Cold,0050004,2021-07-20 17:21:13,2022-06-10 17:21:13,False
00100010674,Matthews-Moore,ACC-010674,Customer - Direct,Technology,302429.04,1305,983 Emily Freeway,Kevintown,DE,37499,USA,(999)567-0692x195,www.richardson.net,Warm,0050009,2021-11-13 17:21:13,2022-01-04 17:21:13,False
00100010675,Benjamin LLC,ACC-010675,Customer - Direct,Telecommunications,15274488.17,4,843 Heidi Tunnel,South Jennyville,MT,62298,USA,406.364.3158x90164,www.smith-ayers.com,Warm,0050019,2023-04-30 17:21:13,2023-07-25 17:21:13,False
00100010676,Alvarez PLC,ACC-010676,Customer - Direct,Financial Services,52579.69,37,4070 Anthony Roads,New Danielleland,NH,21385,USA,(228)929-6824x4850,www.black.org,Warm,0050015,2021-12-03 17:21:13,2022-05-06 17:21:13,False
00100010677,Bean-White,ACC-010677,Customer - Channel,Transportation,90419.48,9,411 Fernandez Manors Apt. 961,Port Thomas,MO,17859,USA,9802820391,www.todd.com,Warm,0050006,2025-08-26 17:21:13,2025-09-19 17:21:13,False
00100010678,"Valenzuela, Baker and Adams",ACC-010678,Customer - Channel,Transportation,4616066.83,412,624 Murillo Springs Suite 012,Lake Julieberg,ME,21774,USA,+1-453-669-0912x37530,www.hayes.com,Cold,0050009,2023-12-30 17:21:13,2024-01-28 17:21:13,False
00100010679,Bishop Ltd,ACC-010679,Customer - Direct,Transportation,59521913.48,5510,24365 Megan Spurs Suite 055,Lake Kathryn,KS,66198,USA,001-718-975-4036x48821,www.wright-wood.biz,Warm,0050001,2024-03-03 17:21:13,2024-09-03 17:21:13,False
00100010680,Hernandez-Gonzalez,ACC-010680,Customer - Direct,Retail,2180786.22,173,60667 Campbell Cliffs,West Bonnie,OK,64018,USA,+1-422-204-2986x22699,www.butler-jones.info,Warm,0050004,2023-09-18 17:21:13,2024-04-26 17:21:13,False
00100010681,"Silva, Thompson and Stafford",ACC-010681,Prospect,Manufacturing,5000998.05,1157,992 Jason Terrace Suite 688,Mckinneymouth,RI,25049,USA,(560)341-3482x084,www.gonzalez-rice.com,Warm,0050019,2024-12-30 17:21:13,2025-05-05 17:21:13,False
00100010682,"Miller, Ritter and Powell",ACC-010682,Customer - Direct,Healthcare,4188423.02,30,14407 Thomas Ridges,Port Kevinbury,PR,04925,USA,991-434-1038x9752,www.vargas.biz,Cold,0050018,2022-11-02 17:21:13,2023-06-01 17:21:13,False
00100010683,"Murphy, Powers and Phillips",ACC-010683,Customer - Direct,Financial Services,2098268.08,14,0592 April Fort,Marietown,OK,64002,USA,(869)419-4896x29805,www.miller.com,Warm,0050017,2022-08-22 17:21:13,2023-08-07 17:21:13,False
00100010684,Burton Inc,ACC-010684,Customer - Channel,Telecommunications,186115.32,151,661 Armstrong Neck Apt. 404,Port Sheila,NM,34268,USA,825-331-3795,www.williams.info,Warm,0050002,2021-05-15 17:21:13,2021-08-16 17:21:13,False
00100010685,Day Inc,ACC-010685,Prospect,Healthcare,795352.33,895,0361 Tammy Drive Suite 999,New Jamesfort,ID,28021,USA,203.642.4447x489,www.reynolds-wallace.net,Cold,0050001,2024-11-10 17:21:13,2025-02-08 17:21:13,False
00100010686,Cline-Schroeder,ACC-010686,Customer - Direct,Telecommunications,457602.29,5,07651 Kristin Roads Apt. 851,Nealburgh,VI,71045,USA,001-351-745-6340,www.smith.com,Warm,0050019,2025-05-16 17:21:13,2026-03-25 17:21:13,False
00100010687,Woodard-Hayes,ACC-010687,Customer - Channel,Retail,7256370.77,55,965 Carrie Crescent Suite 077,North Justinshire,IA,02152,USA,001-445-341-8403x982,www.johnson.com,Warm,0050007,2020-12-06 17:21:13,2021-06-20 17:21:13,False
00100010688,"Simon, Allen and Watson",ACC-010688,Competitor,Retail,68682.26,845,407 Edward Islands Apt. 951,Campbellchester,VT,79185,USA,933.656.2303,www.horn-gordon.net,Warm,0050007,2022-05-04 17:21:13,2023-04-19 17:21:13,False
00100010689,Gill Group,ACC-010689,Customer - Direct,Energy,2103320.18,87,89870 Blake Springs Apt. 991,Michelleland,CO,26675,USA,+1-426-861-1584x85805,www.lopez.com,Warm,0050006,2024-06-18 17:21:13,2025-02-28 17:21:13,False
00100010690,"Douglas, Johnson and Gamble",ACC-010690,Customer - Direct,Technology,1395024.19,380,05397 Thomas Groves,Jenniferport,NJ,95712,USA,001-708-523-1714x619,www.nelson.biz,Warm,0050018,2022-07-18 17:21:13,2022-09-30 17:21:13,False
00100010691,Anderson-Russell,ACC-010691,Customer - Direct,Manufacturing,5417460.34,2366,9605 Theresa Dam,Jonesside,ME,02656,USA,(857)287-0368,www.reilly-williams.com,Cold,0050006,2024-07-06 17:21:13,2025-02-28 17:21:13,False
00100010692,Foster and Sons,ACC-010692,Customer - Channel,Telecommunications,155874.47,4882,50281 Adams Branch Apt. 039,New Davidburgh,AR,97596,USA,402.552.0945,www.sherman-carroll.org,Cold,0050014,2022-03-28 17:21:13,2022-08-06 17:21:13,False
00100010693,Hall-Rodriguez,ACC-010693,Customer - Direct,Financial Services,29676186.05,7119,0098 Williams Wall,Baileyfort,LA,87216,USA,344-392-0548x94453,www.smith.org,Hot,0050005,2023-03-28 17:21:13,2023-08-06 17:21:13,False
00100010694,Bailey-Bell,ACC-010694,Prospect,Retail,148932.03,193,4566 Michelle Ranch,Edwardfort,RI,65387,USA,4566603616,www.henderson.com,Warm,0050015,2022-01-28 17:21:13,2022-02-02 17:21:13,False
00100010695,Winters-Sullivan,ACC-010695,Prospect,Financial Services,1161977.48,49,51585 Chad Flat,North Scottland,NE,65650,USA,756-405-8790,www.scott.com,Warm,0050006,2021-04-21 17:21:13,2021-12-16 17:21:13,False
