Id,CaseNumber,AccountId,ContactId,Status,Priority,Type,Origin,Subject,Description,IsClosed,IsEscalated,ClosedDate,OwnerId,CreatedDate,LastModifiedDate,IsDeleted
50000010717,CS-100717,00100010705,00300011918,Escalated,Critical,Bug Report,Email,Perform family big network.,"Respond physical thank wear safe government candidate picture. Write young occur result.
Seem carry specific even those nothing. Effort group win list. Deal market especially look.
Up some eight tell. Action information risk.",False,True,,0050030,2024-10-18 17:21:14,2024-10-25 17:21:14,False
50000010718,CS-100718,00100010705,00300011918,Working,Medium,Configuration,Email,Without design than which.,"Trouble artist single letter customer practice third dog. Southern financial else way million son ahead. Cold particular report character.
Forget appear cold partner hand positive teacher. His head to heavy defense west get. Prepare admit yourself onto beyond better.",False,False,,0050034,2023-12-14 17:21:14,2023-12-29 17:21:14,False
50000010719,CS-100719,00100010706,00300011922,Closed,High,Problem,Phone,Watch concern pattern nature offer accept.,"Site report lot sea serve offer. Star edge data raise.
Practice young accept many rest. Sister fill six right give chance. Sure wind seem two happen can.
Assume provide want push pay certainly place their. Third six say away medical. Politics over kitchen note rock.",True,False,2023-11-20 17:21:14,0050021,2023-11-06 17:21:14,2023-11-19 17:21:14,False
50000010720,CS-100720,00100010711,00300011932,Closed,Medium,Bug Report,Phone,Life yeah prove together let stay change.,"Will dinner employee interview. Station responsibility month action condition theory indeed.
Bill everybody student treat popular offer. Central range debate today current. Stock music western president perform.",True,False,2025-09-17 17:21:14,0050027,2025-08-27 17:21:14,2025-08-30 17:21:14,False
50000010721,CS-100721,00100010713,00300011936,Escalated,Medium,Bug Report,Email,Wrong age culture wish.,"Avoid war old high cause figure high. Yet detail hit better company enough. Ability any return recent officer really maybe.
Expect science west feel security sister. Around best skill throughout which table. Your seek hundred low how parent.",False,True,,0050029,2025-01-11 17:21:14,2025-02-06 17:21:14,False
50000010722,CS-100722,00100010715,00300011940,Closed,High,Feature Request,Chat,Ok long discover professor.,"Book article sell since top social your artist. Wonder degree energy oil get firm they arrive.
Probably night certain cut.
Simply machine sense.
Front range friend. Gas could help reflect. Specific build guess month apply cover.",True,False,2025-02-13 17:21:14,0050039,2025-01-15 17:21:14,2025-01-23 17:21:14,False
50000010723,CS-100723,00100010718,00300011949,New,Medium,Problem,Email,Exactly sound seek less growth.,"Population be discuss. Sell anything four himself support onto between. Lot image offer spend level region both.
Work among trade management position attack. Year themselves choose sing see. Approach by avoid whether.",False,False,,0050030,2024-01-08 17:21:14,2024-01-24 17:21:14,False
50000010724,CS-100724,00100010719,00300011953,Closed,Low,Question,Web,Board collection or democratic nearly else.,"Summer series oil decide. Last will sure industry meeting.
Will theory summer decide voice collection. Need notice action camera morning method.
Early push environmental some condition. Health establish smile design year challenge. Poor bring knowledge more.",True,False,2024-12-06 17:21:14,0050024,2024-11-22 17:21:14,2024-12-13 17:21:14,False
50000010725,CS-100725,00100010721,00300011956,Closed,High,Configuration,Chat,Little interest seven produce.,"Shoulder left start group show soldier sit. Hope affect glass likely each style cut.
Son daughter company throughout ever owner from. Less perhaps power themselves behind life kind. Prevent authority until.",True,False,2025-02-21 17:21:14,0050026,2025-02-09 17:21:14,2025-02-11 17:21:14,False
50000010726,CS-100726,00100010721,00300011956,Closed,High,Configuration,Chat,Economy baby customer reduce through read society.,"The build street suddenly tell itself. Democrat question involve kind kind lose.
Until or tough drive like should. Cultural glass go movement probably.
Anyone necessary discover join development how truth. Recent no rest plan fall admit see.",True,False,2025-10-15 17:21:14,0050033,2025-10-11 17:21:14,2025-11-02 17:21:14,False
50000010727,CS-100727,00100010727,00300011972,Closed,High,Configuration,Portal,Near people realize.,"Cut fall when site add. Any economy science moment assume opportunity but threat.
Prevent science trade common feeling green city.
Southern knowledge eight suddenly. Though former glass management crime concern laugh. Paper truth whether different country home.",True,False,2024-06-22 17:21:14,0050036,2024-06-14 17:21:14,2024-07-02 17:21:14,False
50000010728,CS-100728,00100010727,00300011971,Closed,Low,Bug Report,Chat,Half agreement short conference.,"Often ground different like partner dinner middle. Major listen build threat. Likely allow stock like best mother.
Behavior hit in bar voice rich. During though enter early it admit. Evidence bar name attorney strategy.
Level return behind film feel feel case. Thousand sit now lose join expect.",True,False,2024-06-13 17:21:14,0050026,2024-06-05 17:21:14,2024-06-23 17:21:14,False
50000010729,CS-100729,00100010727,00300011971,Escalated,Medium,Question,Chat,Indicate kid know painting can firm.,"Attack care hotel than. Season real protect compare central interest. Recognize occur because with matter color if officer. Share sister their always.
Suffer but American pattern ten.",False,True,,0050033,2024-08-06 17:21:14,2024-08-27 17:21:14,False
50000010730,CS-100730,00100010729,00300011976,Working,Medium,Configuration,Email,Surface actually condition responsibility difference effort.,"Reason would color follow class require. Old how western ever understand fly. Building stuff under suffer.
The himself reduce everyone kitchen production natural into. Alone threat sometimes have instead scene movie us.",False,False,,0050037,2025-01-25 17:21:14,2025-01-28 17:21:14,False
50000010731,CS-100731,00100010729,00300011977,Closed,Medium,Configuration,Phone,Down research example huge.,"Money board should thought. Mind parent situation each challenge move hear. Ok large tree page side forward.
Leg performance three fact worry upon evening. Such part time term not suddenly table. Page fly reduce she tell.",True,False,2023-11-15 17:21:14,0050031,2023-10-30 17:21:14,2023-11-16 17:21:14,False
50000010732,CS-100732,00100010731,00300011982,Closed,Low,Configuration,Web,Particular authority then today memory painting.,"Possible some professional manage lot his reflect. Product author recent again skin human accept water.
Choose imagine once house me try. Score brother result strong ten back.
Personal staff notice. Try occur international owner several Democrat.",True,False,2024-03-09 17:21:14,0050022,2024-02-11 17:21:14,2024-02-29 17:21:14,False
50000010733,CS-100733,00100010732,00300011983,Escalated,Low,Configuration,Portal,Or get I music Republican from remember.,Consider side boy read arrive decide than. Perhaps see speak civil field picture shoulder. First factor most. Now include recently test force baby pay compare.,False,True,,0050032,2024-10-05 17:21:14,2024-10-24 17:21:14,False
50000010734,CS-100734,00100010734,00300011990,New,Medium,Configuration,Web,Husband ask street international machine director.,"Possible energy everybody name glass letter drop. Soon strong wind always man. Too before phone religious.
Security my reason bill sure can choose. Radio drive everybody second available. Create during high test guy win bit law.",False,False,,0050034,2024-05-11 17:21:14,2024-06-07 17:21:14,False
50000010735,CS-100735,00100010737,00300012000,Working,Medium,Question,Phone,President enjoy character cold along budget future.,"Effort chair nation listen increase upon. Or hear culture state fish. Summer hit career some military part.
Trip stay wall also week quality quite. Deep summer wife set experience interest.
How against successful sport letter. Research scene fine born often. Foot make computer.",False,False,,0050037,2023-12-11 17:21:14,2023-12-23 17:21:14,False
50000010736,CS-100736,00100010739,00300012004,Working,Low,Problem,Portal,Force sport cultural training west local.,"Dog suffer you very heavy place. Above difference base foreign edge opportunity free. Win guess worry arrive different.
Garden former doctor us serious. Visit federal believe drug whose those out consumer. Dog maintain beyond fact plan food.",False,False,,0050039,2025-09-11 17:21:14,2025-09-30 17:21:14,False
50000010737,CS-100737,00100010742,00300012014,Closed,Medium,Feature Request,Email,War must my institution.,"You magazine natural. Choose lay word thank view minute.
Behavior environmental approach together call whatever. Eight care adult response case.
Hotel beyond off these. Sell size there up away others go movie.
Them father worry court idea rate. Fish spend report.",True,False,2025-07-25 17:21:14,0050030,2025-07-06 17:21:14,2025-08-01 17:21:14,False
50000010738,CS-100738,00100010742,00300012012,Closed,Low,Feature Request,Email,Myself subject career often certain pressure.,"Those young age once say paper lead world. Yeah show smile American yes throughout.
A term front run effort others window. Exist crime but leader most break.",True,False,2024-01-09 17:21:14,0050026,2024-01-05 17:21:14,2024-01-23 17:21:14,False
