VBELN,ERDAT,ERZET,ERNAM,AEDAT,AUDAT,VBTYP,AUART,VKORG,VTWEG,SPART,KUNNR,VKBUR,VKGRP,NETWR,WAERK,GBSTK,ABSTK,LIFSK,FAKSK
0001008578,20251012,180638,SALESUSER,,20251012,C,OR,2000,30,01,0000102896,20001,001,0,EUR,C,,,
0001008579,20251012,182417,SALESUSER,,20251012,C,OR,3000,10,00,0000101085,30001,001,0,EUR,B,,01,
0001008580,20251012,182705,SALESUSER,,20251012,C,ZOR,1000,30,00,0000101193,10001,001,0,USD,B,,,
0001008581,20251012,184210,SALESUSER,,20251012,C,OR,1000,30,00,0000101659,10001,001,0,USD,B,,,
0001008582,20251012,183116,SALESUSER,,20251012,C,ZOR,2000,20,01,0000103817,20001,001,0,EUR,A,,,01
0001008583,20251012,185851,SALESUSER,,20251012,C,OR,1000,10,00,0000100778,10001,001,0,USD,B,,,
0001008584,20251012,185514,SALESUSER,,20251012,C,OR,1000,10,02,0000103523,10001,001,0,USD,B,,,
0001008585,20251012,185213,SALESUSER,,20251012,C,ZOR,1000,10,01,0000103017,10001,001,0,USD,C,,,
0001008586,20251012,181647,SALESUSER,,20251012,C,ZOR,1000,20,02,0000100723,10001,001,0,USD,C,,,
0001008587,20251012,180332,SALESUSER,,20251012,C,OR,2000,20,00,0000100907,20001,001,0,EUR,B,,,
0001008588,20251012,181026,SALESUSER,,20251012,C,OR,1000,10,01,0000103269,10001,001,0,USD,B,,,
0001008589,20251012,185150,SALESUSER,20251012,20251012,C,OR,1000,10,00,0000103046,10001,001,0,USD,B,,01,
0001008590,20251012,181517,SALESUSER,,20251012,C,ZOR,2000,30,01,0000102085,20001,001,0,EUR,A,,,
0001008591,20251012,185025,SALESUSER,,20251012,C,QT,1000,20,00,0000104079,10001,001,0,USD,A,,,
0001008592,20251012,181030,SALESUSER,,20251012,C,ZOR,1000,10,00,0000101706,10001,001,0,USD,B,,,
0001008593,20251012,184106,SALESUSER,20251012,20251012,C,QT,2000,10,00,0000101643,20001,001,0,EUR,C,,,
0001008594,20251012,183512,SALESUSER,,20251012,C,OR,1000,30,01,0000103878,10001,001,0,USD,C,,,
0001008595,20251012,182726,SALESUSER,20251012,20251012,C,OR,2000,10,00,0000102842,20001,001,0,EUR,C,,,
0001008596,20251012,181640,SALESUSER,,20251012,C,OR,1000,30,00,0000101331,10001,001,0,USD,B,,,
0001008597,20251012,185647,SALESUSER,,20251012,C,QT,1000,10,00,0000102581,10001,001,0,USD,B,,,
0001008598,20251012,182328,SALESUSER,20251012,20251012,C,OR,3000,20,01,0000101976,30001,001,0,EUR,A,,,
0001008599,20251012,185910,SALESUSER,,20251012,C,QT,2000,30,01,0000100010,20001,001,0,EUR,A,,,
0001008600,20251012,181429,SALESUSER,20251012,20251012,C,OR,1000,10,02,0000100290,10001,001,0,USD,A,,,
0001008601,20251012,181819,SALESUSER,,20251012,C,QT,1000,10,01,0000104300,10001,001,0,USD,C,,,
0001008602,20251012,183002,SALESUSER,,20251012,C,OR,2000,20,00,0000101908,20001,001,0,EUR,A,,01,
0001008603,20251012,180835,SALESUSER,,20251012,C,QT,1000,10,02,0000103315,10001,001,0,USD,A,,,
0001008604,20251012,185222,SALESUSER,,20251012,C,OR,2000,20,00,0000103497,20001,001,0,EUR,A,,,
0001008605,20251012,185813,SALESUSER,,20251012,C,OR,1000,10,01,0000104892,10001,001,0,USD,B,,,
0001008606,20251012,180421,SALESUSER,,20251012,C,ZOR,2000,10,00,0000102231,20001,001,0,EUR,A,,,
0001008607,20251012,180152,SALESUSER,,20251012,C,OR,1000,10,00,0000102496,10001,001,0,USD,A,,,
0001008608,20251012,185008,SALESUSER,,20251012,C,OR,1000,10,00,0000100346,10001,001,0,USD,C,,,
0001008609,20251012,182325,SALESUSER,20251012,20251012,C,OR,1000,30,00,0000103674,10001,001,0,USD,C,,,
0001008610,20251012,181003,SALESUSER,,20251012,C,OR,1000,30,00,0000100300,10001,001,0,USD,A,,,
0001008611,20251012,182246,SALESUSER,,20251012,C,OR,2000,20,00,0000103884,20001,001,0,EUR,B,,,
0001008612,20251012,191642,SALESUSER,20251012,20251012,C,OR,1000,30,00,0000102127,10001,001,0,USD,B,,,
0001008613,20251012,191010,SALESUSER,20251012,20251012,C,ZOR,1000,30,00,0000101167,10001,001,0,USD,A,,,
0001008614,20251012,195504,SALESUSER,20251012,20251012,C,OR,2000,10,01,0000100070,20001,001,0,EUR,A,,,
0001008615,20251012,190150,SALESUSER,,20251012,C,OR,2000,20,02,0000102532,20001,001,0,EUR,B,,,
0001008616,20251012,193107,SALESUSER,,20251012,C,OR,1000,20,00,0000101955,10001,001,0,USD,A,,,
0001008617,20251012,191932,SALESUSER,20251012,20251012,C,OR,1000,10,00,0000103820,10001,001,0,USD,A,,,
0001008618,20251012,192755,SALESUSER,,20251012,C,OR,1000,20,00,0000103377,10001,001,0,USD,A,,01,
0001008619,20251012,190538,SALESUSER,,20251012,C,OR,1000,20,01,0000101708,10001,001,0,USD,A,,,
0001008620,20251012,193254,SALESUSER,,20251012,C,ZOR,2000,10,00,0000100505,20001,001,0,EUR,A,,,
0001008621,20251012,191615,SALESUSER,,20251012,C,OR,1000,10,00,0000100706,10001,001,0,USD,A,,,
0001008622,20251012,194009,SALESUSER,20251012,20251012,C,OR,2000,10,02,0000101751,20001,001,0,EUR,B,,,
0001008623,20251012,191821,SALESUSER,,20251012,C,OR,1000,30,00,0000100670,10001,001,0,USD,A,,,
0001008624,20251012,193212,SALESUSER,,20251012,C,OR,2000,10,02,0000101316,20001,001,0,EUR,C,,,
0001008625,20251012,194527,SALESUSER,,20251012,C,ZOR,2000,10,02,0000104085,20001,001,0,EUR,A,,,
0001008626,20251012,191443,SALESUSER,20251012,20251012,C,OR,2000,30,01,0000104138,20001,001,0,EUR,B,,,
0001008627,20251012,193816,SALESUSER,20251012,20251012,C,OR,2000,20,00,0000100562,20001,001,0,EUR,B,,,
0001008628,20251012,194120,SALESUSER,,20251012,C,OR,1000,30,00,0000101495,10001,001,0,USD,A,,,
0001008629,20251012,190917,SALESUSER,,20251012,C,OR,1000,20,01,0000102183,10001,001,0,USD,B,,,
0001008630,20251012,195301,SALESUSER,,20251012,C,OR,1000,10,01,0000102025,10001,001,0,USD,A,,,
0001008631,20251012,191604,SALESUSER,20251012,20251012,C,OR,1000,10,01,0000103964,10001,001,0,USD,A,,,
0001008632,20251012,190300,SALESUSER,20251012,20251012,C,OR,1000,20,01,0000102719,10001,001,0,USD,C,,,
0001008633,20251012,192126,SALESUSER,,20251012,C,OR,1000,10,01,0000101707,10001,001,0,USD,B,,01,
0001008634,20251012,193634,SALESUSER,,20251012,C,OR,1000,10,01,0000104323,10001,001,0,USD,A,,,
0001008635,20251012,191738,SALESUSER,,20251012,C,ZOR,1000,10,01,0000103624,10001,001,0,USD,C,,01,
0001008636,20251012,195908,SALESUSER,,20251012,C,OR,1000,20,01,0000100070,10001,001,0,USD,C,,,
0001008637,20251012,194138,SALESUSER,20251012,20251012,C,QT,2000,10,00,0000104380,20001,001,0,EUR,C,,,
0001008638,20251012,190058,SALESUSER,,20251012,C,OR,2000,10,02,0000100388,20001,001,0,EUR,B,,,
0001008639,20251012,192857,SALESUSER,,20251012,C,OR,1000,20,00,0000104652,10001,001,0,USD,C,,,
0001008640,20251012,195826,SALESUSER,,20251012,C,ZOR,1000,20,01,0000103513,10001,001,0,USD,B,,,01
0001008641,20251012,195432,SALESUSER,,20251012,C,OR,1000,10,00,0000100859,10001,001,0,USD,B,,,
0001008642,20251012,190142,SALESUSER,,20251012,C,OR,1000,20,00,0000100696,10001,001,0,USD,C,,,
0001008643,20251012,192600,SALESUSER,20251012,20251012,C,OR,1000,20,02,0000101469,10001,001,0,USD,C,,,
0001008644,20251012,195747,SALESUSER,,20251012,C,QT,2000,30,01,0000104819,20001,001,0,EUR,A,,,
0001008645,20251012,194331,SALESUSER,,20251012,C,OR,1000,10,00,0000102032,10001,001,0,USD,B,,,
0001008646,20251012,195118,SALESUSER,,20251012,C,OR,2000,10,01,0000101021,20001,001,0,EUR,A,,,
0001008647,20251012,190954,SALESUSER,,20251012,C,OR,2000,10,00,0000100449,20001,001,0,EUR,C,,,
0001008648,20251012,190750,SALESUSER,20251012,20251012,C,OR,1000,10,00,0000102233,10001,001,0,USD,B,,,
0001008649,20251012,191626,SALESUSER,,20251012,C,OR,2000,30,00,0000100167,20001,001,0,EUR,C,,,
0001008650,20251012,190608,SALESUSER,20251012,20251012,C,OR,1000,20,00,0000101265,10001,001,0,USD,A,,,
0001008651,20251012,193638,SALESUSER,20251012,20251012,C,OR,1000,30,00,0000100871,10001,001,0,USD,C,,,
0001008652,20251013,084154,SALESUSER,,20251013,C,QT,1000,10,00,0000103357,10001,001,0,USD,A,,,
0001008653,20251013,084359,SALESUSER,,20251013,C,OR,1000,10,00,0000104300,10001,001,0,USD,B,,,
0001008654,20251013,085928,SALESUSER,20251013,20251013,C,QT,1000,10,01,0000104402,10001,001,0,USD,B,,,
0001008655,20251013,081952,SALESUSER,,20251013,C,QT,1000,10,02,0000100400,10001,001,0,USD,B,,,
0001008656,20251013,083941,SALESUSER,,20251013,C,OR,2000,10,00,0000102227,20001,001,0,EUR,C,,,
0001008657,20251013,084317,SALESUSER,,20251013,C,ZOR,2000,30,00,0000100562,20001,001,0,EUR,B,,,
0001008658,20251013,085030,SALESUSER,,20251013,C,ZOR,1000,20,01,0000104065,10001,001,0,USD,A,,,
0001008659,20251013,085241,SALESUSER,,20251013,C,OR,2000,30,01,0000101009,20001,001,0,EUR,A,,,
0001008660,20251013,083220,SALESUSER,20251013,20251013,C,OR,2000,20,00,0000101113,20001,001,0,EUR,A,,01,
0001008661,20251013,081812,SALESUSER,,20251013,C,ZOR,2000,10,01,0000103777,20001,001,0,EUR,A,,,
0001008662,20251013,081122,SALESUSER,,20251013,C,OR,2000,10,01,0000100933,20001,001,0,EUR,B,,,
0001008663,20251013,083325,SALESUSER,,20251013,C,OR,1000,20,00,0000104045,10001,001,0,USD,A,,,01
0001008664,20251013,080039,SALESUSER,,20251013,C,OR,2000,20,01,0000100525,20001,001,0,EUR,C,,,
0001008665,20251013,082310,SALESUSER,,20251013,C,OR,2000,10,01,0000102333,20001,001,0,EUR,A,,,
0001008666,20251013,085646,SALESUSER,,20251013,C,OR,1000,30,02,0000103716,10001,001,0,USD,A,,,
0001008667,20251013,082539,SALESUSER,,20251013,C,ZOR,1000,10,00,0000103438,10001,001,0,USD,A,,,
0001008668,20251013,083941,SALESUSER,,20251013,C,QT,1000,10,00,0000102399,10001,001,0,USD,A,,,01
0001008669,20251013,082909,SALESUSER,,20251013,C,OR,1000,20,00,0000100472,10001,001,0,USD,A,,,
0001008670,20251013,085042,SALESUSER,20251013,20251013,C,OR,1000,20,00,0000101481,10001,001,0,USD,B,,,
0001008671,20251013,085934,SALESUSER,,20251013,C,QT,1000,20,00,0000103907,10001,001,0,USD,A,,,
0001008672,20251013,082611,SALESUSER,20251013,20251013,C,OR,1000,20,00,0000104117,10001,001,0,USD,A,,,
0001008673,20251013,085536,SALESUSER,20251013,20251013,C,ZOR,1000,20,01,0000102109,10001,001,0,USD,A,,,
0001008674,20251013,085619,SALESUSER,,20251013,C,QT,1000,10,01,0000102139,10001,001,0,USD,A,,,
0001008675,20251013,081522,SALESUSER,,20251013,C,ZOR,1000,10,00,0000104220,10001,001,0,USD,A,,,
0001008676,20251013,084207,SALESUSER,20251013,20251013,C,OR,1000,20,00,0000103681,10001,001,0,USD,C,,,
0001008677,20251013,082602,SALESUSER,20251013,20251013,C,OR,2000,20,00,0000102172,20001,001,0,EUR,B,,,
0001008678,20251013,085225,SALESUSER,20251013,20251013,C,OR,1000,30,00,0000102980,10001,001,0,USD,C,,01,01
0001008679,20251013,085736,SALESUSER,,20251013,C,ZOR,1000,30,00,0000104207,10001,001,0,USD,C,,,
0001008680,20251013,085512,SALESUSER,,20251013,C,OR,1000,30,02,0000101846,10001,001,0,USD,C,,,
0001008681,20251013,080614,SALESUSER,20251013,20251013,C,ZOR,1000,20,02,0000104114,10001,001,0,USD,B,,,
0001008682,20251013,080418,SALESUSER,20251013,20251013,C,OR,1000,10,00,0000102231,10001,001,0,USD,C,,,
0001008683,20251013,085218,SALESUSER,,20251013,C,OR,3000,10,01,0000101654,30001,001,0,EUR,A,,,
0001008684,20251013,083638,SALESUSER,,20251013,C,ZOR,1000,10,01,0000101811,10001,001,0,USD,A,,,01
0001008685,20251013,083335,SALESUSER,,20251013,C,OR,1000,10,00,0000104752,10001,001,0,USD,A,,,
0001008686,20251013,082423,SALESUSER,,20251013,C,ZOR,1000,30,02,0000104588,10001,001,0,USD,A,,,
0001008687,20251013,095733,SALESUSER,,20251013,C,OR,1000,10,02,0000102357,10001,001,0,USD,B,,,01
0001008688,20251013,092320,SALESUSER,,20251013,C,ZOR,2000,20,00,0000103340,20001,001,0,EUR,B,,,
0001008689,20251013,095248,SALESUSER,,20251013,C,OR,1000,10,00,0000100037,10001,001,0,USD,B,,,
0001008690,20251013,094735,SALESUSER,20251013,20251013,C,QT,1000,20,00,0000103978,10001,001,0,USD,A,,,
0001008691,20251013,094726,SALESUSER,,20251013,C,OR,1000,20,00,0000100816,10001,001,0,USD,B,,,
0001008692,20251013,095849,SALESUSER,,20251013,C,OR,1000,20,00,0000103360,10001,001,0,USD,B,,,
0001008693,20251013,090623,SALESUSER,,20251013,C,QT,2000,10,00,0000103792,20001,001,0,EUR,B,,,
0001008694,20251013,090826,SALESUSER,,20251013,C,ZOR,1000,10,01,0000103746,10001,001,0,USD,B,,,
0001008695,20251013,094444,SALESUSER,,20251013,C,OR,1000,10,01,0000100917,10001,001,0,USD,B,,,
0001008696,20251013,091156,SALESUSER,,20251013,C,QT,2000,10,02,0000101992,20001,001,0,EUR,C,,,01
0001008697,20251013,094434,SALESUSER,20251013,20251013,C,OR,2000,10,00,0000101228,20001,001,0,EUR,A,,,
0001008698,20251013,091923,SALESUSER,20251013,20251013,C,QT,1000,20,00,0000100673,10001,001,0,USD,B,,,
0001008699,20251013,092830,SALESUSER,20251013,20251013,C,OR,1000,20,02,0000100225,10001,001,0,USD,A,,,
0001008700,20251013,093257,SALESUSER,20251013,20251013,C,OR,1000,10,01,0000102932,10001,001,0,USD,B,,,
0001008701,20251013,090711,SALESUSER,20251013,20251013,C,QT,1000,30,01,0000102959,10001,001,0,USD,A,,,
0001008702,20251013,090133,SALESUSER,,20251013,C,OR,1000,10,00,0000103724,10001,001,0,USD,A,,,
0001008703,20251013,095436,SALESUSER,20251013,20251013,C,ZOR,1000,10,00,0000104671,10001,001,0,USD,A,,,
0001008704,20251013,091106,SALESUSER,20251013,20251013,C,ZOR,1000,20,02,0000100404,10001,001,0,USD,B,,,
0001008705,20251013,091309,SALESUSER,,20251013,C,QT,2000,30,00,0000102046,20001,001,0,EUR,A,,,
0001008706,20251013,092739,SALESUSER,,20251013,C,OR,1000,20,00,0000101542,10001,001,0,USD,C,,,
0001008707,20251013,091603,SALESUSER,20251013,20251013,C,ZOR,1000,20,01,0000101877,10001,001,0,USD,C,,,
0001008708,20251013,095510,SALESUSER,20251013,20251013,C,OR,1000,10,00,0000102838,10001,001,0,USD,C,,,
0001008709,20251013,092334,SALESUSER,20251013,20251013,C,OR,2000,10,01,0000104013,20001,001,0,EUR,B,,,
0001008710,20251013,090203,SALESUSER,,20251013,C,OR,1000,10,02,0000103021,10001,001,0,USD,A,,,
0001008711,20251013,092458,SALESUSER,,20251013,C,OR,2000,20,00,0000104263,20001,001,0,EUR,C,,,
0001008712,20251013,095053,SALESUSER,20251013,20251013,C,OR,1000,10,02,0000100764,10001,001,0,USD,A,,01,
0001008713,20251013,090452,SALESUSER,,20251013,C,OR,1000,20,01,0000104547,10001,001,0,USD,B,,,
0001008714,20251013,093331,SALESUSER,20251013,20251013,C,OR,1000,10,01,0000100658,10001,001,0,USD,C,,,
0001008715,20251013,092622,SALESUSER,,20251013,C,QT,1000,20,00,0000102811,10001,001,0,USD,A,,,01
0001008716,20251013,093423,SALESUSER,20251013,20251013,C,OR,1000,30,00,0000100886,10001,001,0,USD,B,,,
0001008717,20251013,094537,SALESUSER,20251013,20251013,C,ZOR,1000,30,00,0000101547,10001,001,0,USD,B,,,
0001008718,20251013,092305,SALESUSER,,20251013,C,OR,1000,20,00,0000102486,10001,001,0,USD,A,,,
0001008719,20251013,095307,SALESUSER,,20251013,C,OR,1000,10,00,0000104966,10001,001,0,USD,B,,,
0001008720,20251013,094333,SALESUSER,,20251013,C,OR,2000,30,00,0000100839,20001,001,0,EUR,B,,,
0001008721,20251013,091439,SALESUSER,,20251013,C,ZOR,2000,30,00,0000104612,20001,001,0,EUR,B,,,
0001008722,20251013,091311,SALESUSER,,20251013,C,OR,3000,30,00,0000100445,30001,001,0,EUR,C,,,
0001008723,20251013,091422,SALESUSER,,20251013,C,OR,1000,10,02,0000100987,10001,001,0,USD,B,,,
0001008724,20251013,093909,SALESUSER,,20251013,C,ZOR,1000,30,00,0000104436,10001,001,0,USD,A,,,
0001008725,20251013,092347,SALESUSER,,20251013,C,OR,1000,20,00,0000103461,10001,001,0,USD,A,,01,
0001008726,20251013,090149,SALESUSER,,20251013,C,QT,1000,20,00,0000100365,10001,001,0,USD,C,,,
0001008727,20251013,092211,SALESUSER,,20251013,C,OR,1000,20,00,0000100078,10001,001,0,USD,C,,01,
0001008728,20251013,104743,SALESUSER,,20251013,C,ZOR,1000,20,02,0000100356,10001,001,0,USD,B,,,
0001008729,20251013,103607,SALESUSER,20251013,20251013,C,OR,2000,20,02,0000103392,20001,001,0,EUR,A,,,
0001008730,20251013,105553,SALESUSER,,20251013,C,OR,2000,10,02,0000102098,20001,001,0,EUR,B,,,
0001008731,20251013,104832,SALESUSER,20251013,20251013,C,ZOR,2000,10,01,0000102144,20001,001,0,EUR,A,,,
0001008732,20251013,103019,SALESUSER,,20251013,C,OR,2000,20,01,0000102634,20001,001,0,EUR,C,,,
0001008733,20251013,104029,SALESUSER,,20251013,C,ZOR,2000,10,00,0000100720,20001,001,0,EUR,A,,,
0001008734,20251013,103757,SALESUSER,20251013,20251013,C,OR,1000,20,02,0000101987,10001,001,0,USD,C,,,
0001008735,20251013,101406,SALESUSER,,20251013,C,OR,3000,10,01,0000101641,30001,001,0,EUR,A,,,
0001008736,20251013,103445,SALESUSER,20251013,20251013,C,OR,3000,10,00,0000103675,30001,001,0,EUR,A,,,01
0001008737,20251013,104518,SALESUSER,,20251013,C,QT,1000,10,00,0000102996,10001,001,0,USD,B,,01,
0001008738,20251013,103912,SALESUSER,,20251013,C,OR,1000,20,01,0000102365,10001,001,0,USD,B,,,
0001008739,20251013,103131,SALESUSER,20251013,20251013,C,ZOR,1000,20,01,0000104606,10001,001,0,USD,A,,,01
0001008740,20251013,103827,SALESUSER,,20251013,C,ZOR,1000,10,02,0000102359,10001,001,0,USD,A,,,
0001008741,20251013,102417,SALESUSER,,20251013,C,OR,1000,10,01,0000101637,10001,001,0,USD,A,,,
0001008742,20251013,102346,SALESUSER,20251013,20251013,C,OR,1000,20,01,0000100741,10001,001,0,USD,A,,,
0001008743,20251013,100410,SALESUSER,20251013,20251013,C,OR,2000,30,01,0000104100,20001,001,0,EUR,A,,,
0001008744,20251013,102442,SALESUSER,,20251013,C,OR,1000,20,00,0000104318,10001,001,0,USD,A,,01,
0001008745,20251013,101510,SALESUSER,,20251013,C,QT,1000,20,00,0000104278,10001,001,0,USD,C,,,01
0001008746,20251013,103236,SALESUSER,20251013,20251013,C,OR,2000,20,00,0000103829,20001,001,0,EUR,A,,,
0001008747,20251013,100708,SALESUSER,20251013,20251013,C,OR,1000,10,00,0000101677,10001,001,0,USD,C,,,
0001008748,20251013,101601,SALESUSER,,20251013,C,OR,2000,10,00,0000101327,20001,001,0,EUR,C,,,
0001008749,20251013,104434,SALESUSER,20251013,20251013,C,OR,3000,10,00,0000104485,30001,001,0,EUR,A,,,
0001008750,20251013,105308,SALESUSER,,20251013,C,OR,2000,20,00,0000102721,20001,001,0,EUR,B,,,
0001008751,20251013,100815,SALESUSER,20251013,20251013,C,OR,2000,10,00,0000100012,20001,001,0,EUR,B,,,
0001008752,20251013,105541,SALESUSER,,20251013,C,OR,1000,30,01,0000102396,10001,001,0,USD,B,,,
0001008753,20251013,100351,SALESUSER,,20251013,C,OR,1000,20,00,0000102593,10001,001,0,USD,C,,,
0001008754,20251013,101216,SALESUSER,,20251013,C,ZOR,1000,20,01,0000102333,10001,001,0,USD,B,,,
0001008755,20251013,101203,SALESUSER,20251013,20251013,C,OR,1000,20,00,0000100178,10001,001,0,USD,C,,,
0001008756,20251013,103011,SALESUSER,,20251013,C,OR,1000,20,01,0000104471,10001,001,0,USD,A,,,
0001008757,20251013,100203,SALESUSER,20251013,20251013,C,OR,1000,10,00,0000100332,10001,001,0,USD,A,,,
0001008758,20251013,103135,SALESUSER,20251013,20251013,C,OR,1000,10,00,0000102209,10001,001,0,USD,C,,,
0001008759,20251013,104538,SALESUSER,20251013,20251013,C,OR,2000,10,00,0000103041,20001,001,0,EUR,B,,,
0001008760,20251013,102656,SALESUSER,,20251013,C,ZOR,1000,20,01,0000104421,10001,001,0,USD,C,,,
0001008761,20251013,105347,SALESUSER,,20251013,C,OR,2000,20,00,0000101115,20001,001,0,EUR,A,,,
0001008762,20251013,103109,SALESUSER,,20251013,C,OR,1000,10,00,0000103866,10001,001,0,USD,A,,,
0001008763,20251013,102244,SALESUSER,,20251013,C,OR,1000,10,00,0000101379,10001,001,0,USD,C,,,
0001008764,20251013,105910,SALESUSER,,20251013,C,OR,1000,10,00,0000103283,10001,001,0,USD,C,,01,
0001008765,20251013,113945,SALESUSER,20251013,20251013,C,OR,1000,20,00,0000103741,10001,001,0,USD,A,,,
0001008766,20251013,113306,SALESUSER,20251013,20251013,C,OR,1000,30,00,0000102529,10001,001,0,USD,C,,,
0001008767,20251013,113238,SALESUSER,,20251013,C,ZOR,1000,20,00,0000101126,10001,001,0,USD,A,,,
0001008768,20251013,110628,SALESUSER,20251013,20251013,C,OR,1000,30,00,0000101879,10001,001,0,USD,A,,,
0001008769,20251013,113909,SALESUSER,,20251013,C,ZOR,3000,10,01,0000101949,30001,001,0,EUR,A,,,
0001008770,20251013,111756,SALESUSER,,20251013,C,OR,1000,20,00,0000103596,10001,001,0,USD,C,,,
0001008771,20251013,110635,SALESUSER,,20251013,C,OR,2000,30,01,0000101944,20001,001,0,EUR,B,,,
0001008772,20251013,112703,SALESUSER,,20251013,C,OR,2000,10,01,0000104849,20001,001,0,EUR,A,,,
0001008773,20251013,114838,SALESUSER,,20251013,C,ZOR,2000,10,00,0000102628,20001,001,0,EUR,B,,,
0001008774,20251013,113638,SALESUSER,,20251013,C,OR,2000,30,02,0000103828,20001,001,0,EUR,A,,,
0001008775,20251013,112809,SALESUSER,,20251013,C,QT,1000,10,01,0000102116,10001,001,0,USD,B,,,
0001008776,20251013,115500,SALESUSER,,20251013,C,OR,1000,10,00,0000102782,10001,001,0,USD,A,,,
0001008777,20251013,112924,SALESUSER,,20251013,C,OR,3000,10,01,0000102823,30001,001,0,EUR,C,,,
0001008778,20251013,113802,SALESUSER,,20251013,C,QT,3000,10,01,0000101053,30001,001,0,EUR,B,,,
0001008779,20251013,111124,SALESUSER,,20251013,C,OR,1000,10,00,0000104547,10001,001,0,USD,A,,,
0001008780,20251013,111645,SALESUSER,20251013,20251013,C,OR,1000,10,00,0000101319,10001,001,0,USD,B,,,
0001008781,20251013,110850,SALESUSER,,20251013,C,OR,3000,10,00,0000104697,30001,001,0,EUR,C,,,
0001008782,20251013,110007,SALESUSER,,20251013,C,OR,2000,20,00,0000100070,20001,001,0,EUR,B,,,
0001008783,20251013,113633,SALESUSER,20251013,20251013,C,OR,2000,20,01,0000100837,20001,001,0,EUR,B,,,
0001008784,20251013,115305,SALESUSER,20251013,20251013,C,OR,3000,10,00,0000104234,30001,001,0,EUR,B,,,
0001008785,20251013,113817,SALESUSER,,20251013,C,ZOR,2000,10,00,0000104787,20001,001,0,EUR,A,,,
0001008786,20251013,112716,SALESUSER,,20251013,C,ZOR,1000,10,02,0000104431,10001,001,0,USD,A,,,
0001008787,20251013,111024,SALESUSER,,20251013,C,QT,1000,20,00,0000100904,10001,001,0,USD,C,,,
0001008788,20251013,114936,SALESUSER,,20251013,C,OR,2000,20,00,0000101900,20001,001,0,EUR,C,,,
0001008789,20251013,112608,SALESUSER,20251013,20251013,C,OR,1000,30,00,0000101220,10001,001,0,USD,C,,01,
0001008790,20251013,110111,SALESUSER,20251013,20251013,C,OR,2000,10,01,0000103848,20001,001,0,EUR,B,,,01
0001008791,20251013,114827,SALESUSER,,20251013,C,QT,1000,20,02,0000102245,10001,001,0,USD,A,,,
0001008792,20251013,115727,SALESUSER,,20251013,C,OR,1000,20,02,0000101056,10001,001,0,USD,C,,,
0001008793,20251013,112836,SALESUSER,20251013,20251013,C,QT,2000,10,02,0000103039,20001,001,0,EUR,C,,,
0001008794,20251013,114441,SALESUSER,,20251013,C,OR,3000,10,02,0000100191,30001,001,0,EUR,B,,01,
0001008795,20251013,112016,SALESUSER,20251013,20251013,C,OR,2000,20,00,0000101967,20001,001,0,EUR,A,,01,
0001008796,20251013,111137,SALESUSER,,20251013,C,OR,1000,30,00,0000103859,10001,001,0,USD,A,,,
0001008797,20251013,113122,SALESUSER,20251013,20251013,C,QT,2000,10,00,0000101861,20001,001,0,EUR,C,,,
