KUNNR,VKORG,VTWEG,SPART,KDGRP,WAERS,KALKS,VSBED,LPRIO
0000102869,1000,30,00,04,USD,1,02,02
0000102870,1000,20,00,04,USD,1,01,02
0000102870,3000,10,01,02,USD,1,02,02
0000102871,2000,20,00,01,USD,1,01,02
0000102872,1000,10,00,01,USD,1,01,02
0000102872,1000,20,01,01,USD,1,01,02
0000102873,1000,10,00,02,USD,1,02,01
0000102874,1000,10,00,04,USD,1,01,02
0000102874,2000,20,00,01,USD,1,02,02
0000102875,1000,10,00,01,USD,1,02,01
0000102875,1000,10,00,02,USD,1,01,02
0000102876,3000,10,01,01,USD,1,01,02
0000102877,1000,10,00,02,USD,1,01,01
0000102878,1000,10,01,01,USD,1,01,01
0000102879,1000,20,00,02,USD,1,02,01
0000102880,1000,30,00,02,USD,1,02,01
0000102880,1000,30,02,01,USD,1,02,01
0000102881,1000,20,02,03,USD,1,02,01
0000102881,1000,10,00,02,USD,1,02,02
0000102882,1000,30,00,02,USD,1,02,02
0000102883,3000,20,01,04,USD,1,02,02
0000102884,1000,10,01,02,USD,1,02,01
0000102885,3000,10,00,02,USD,1,02,01
0000102886,2000,10,00,04,USD,1,02,01
0000102887,1000,10,00,01,USD,1,02,01
0000102888,2000,30,01,03,USD,1,01,01
0000102889,1000,30,02,04,USD,1,01,01
0000102890,2000,30,00,01,USD,1,01,02
0000102890,1000,10,02,01,USD,1,01,02
0000102891,1000,10,00,04,USD,1,02,02
0000102891,1000,10,01,02,USD,1,02,02
0000102892,1000,10,00,01,USD,1,02,02
0000102893,1000,10,01,04,USD,1,02,01
0000102894,2000,30,02,01,USD,1,01,01
0000102895,1000,10,00,04,USD,1,02,02
0000102895,1000,30,02,01,USD,1,01,02
0000102895,1000,20,02,03,USD,1,01,02
0000102896,1000,10,01,02,USD,1,01,02
0000102897,2000,30,01,02,USD,1,01,01
0000102897,1000,30,02,03,USD,1,01,01
0000102897,1000,30,01,03,USD,1,02,02
0000102898,2000,10,01,04,USD,1,01,02
0000102899,1000,10,00,04,USD,1,01,01
0000102899,1000,20,02,03,USD,1,01,02
0000102900,2000,20,00,03,USD,1,01,02
0000102900,3000,10,00,03,USD,1,01,01
0000102901,1000,10,01,02,USD,1,01,02
0000102901,2000,10,02,03,USD,1,02,02
0000102902,1000,10,01,04,USD,1,01,01
0000102902,1000,10,02,04,USD,1,01,01
0000102903,2000,20,01,04,USD,1,01,01
0000102904,2000,20,01,04,USD,1,01,01
0000102905,1000,20,01,01,USD,1,01,02
0000102905,2000,30,00,04,USD,1,01,02
0000102906,2000,10,00,03,USD,1,01,02
0000102906,1000,10,00,03,USD,1,02,02
0000102907,1000,10,01,02,USD,1,01,02
0000102908,1000,10,01,04,USD,1,01,01
0000102909,1000,10,02,01,USD,1,02,01
0000102910,2000,20,01,04,USD,1,01,01
0000102911,1000,10,01,01,USD,1,01,02
0000102912,1000,10,02,01,USD,1,01,01
0000102912,1000,20,00,02,USD,1,02,02
0000102913,2000,20,02,01,USD,1,02,02
0000102913,1000,20,00,01,USD,1,01,02
0000102913,2000,10,00,01,USD,1,02,02
0000102914,1000,30,02,03,USD,1,01,01
0000102915,1000,20,01,02,USD,1,02,01
0000102915,1000,30,00,02,USD,1,01,02
0000102915,1000,10,00,01,USD,1,01,02
0000102916,1000,30,01,04,USD,1,01,01
0000102917,1000,10,00,01,USD,1,02,01
0000102918,1000,30,00,04,USD,1,01,01
0000102919,3000,10,01,03,USD,1,02,02
0000102920,2000,30,02,01,USD,1,01,02
0000102920,1000,20,01,02,USD,1,01,01
0000102921,3000,10,00,04,USD,1,02,01
0000102922,2000,20,00,04,USD,1,01,02
0000102922,2000,20,00,02,USD,1,02,02
0000102923,1000,10,01,02,USD,1,02,02
0000102923,1000,30,01,02,USD,1,01,01
0000102924,1000,10,00,02,USD,1,01,01
0000102925,2000,20,00,04,USD,1,01,01
0000102926,1000,20,02,04,USD,1,01,02
0000102926,2000,20,02,04,USD,1,02,02
0000102927,2000,20,00,01,USD,1,02,02
0000102928,1000,10,00,01,USD,1,01,02
0000102928,1000,10,01,01,USD,1,02,01
0000102929,3000,10,00,04,USD,1,02,02
0000102930,2000,10,02,03,USD,1,02,01
0000102931,1000,20,00,01,USD,1,01,01
0000102932,1000,10,02,03,USD,1,01,01
0000102933,1000,10,00,03,USD,1,02,01
0000102934,1000,20,00,04,USD,1,01,02
0000102934,3000,10,00,03,USD,1,01,01
0000102935,1000,10,01,03,USD,1,02,02
0000102936,1000,20,01,03,USD,1,02,01
0000102937,2000,10,01,01,USD,1,02,02
0000102938,1000,10,00,01,USD,1,01,01
0000102939,1000,10,01,01,USD,1,02,01
0000102940,3000,30,01,03,USD,1,02,02
0000102941,2000,30,00,01,USD,1,02,01
0000102942,1000,20,02,03,USD,1,01,01
0000102943,1000,30,00,04,USD,1,01,02
0000102943,1000,30,02,01,USD,1,01,01
0000102943,1000,10,02,02,USD,1,02,01
0000102944,2000,10,01,03,USD,1,02,02
0000102945,1000,20,01,04,USD,1,01,01
0000102946,1000,30,00,02,USD,1,02,02
0000102947,2000,20,02,01,USD,1,02,02
0000102948,2000,10,00,02,USD,1,02,01
0000102949,1000,10,00,03,USD,1,02,01
0000102950,1000,10,01,02,USD,1,02,02
0000102951,2000,10,02,02,USD,1,01,02
0000102952,1000,30,00,03,USD,1,01,01
0000102952,1000,10,01,02,USD,1,02,01
0000102953,1000,20,00,02,USD,1,01,01
0000102954,1000,20,00,01,USD,1,02,02
0000102955,1000,20,02,02,USD,1,02,01
0000102956,2000,10,00,04,USD,1,02,01
0000102956,1000,20,00,01,USD,1,02,02
0000102956,2000,10,01,01,USD,1,02,01
0000102957,1000,10,02,03,USD,1,02,01
0000102958,1000,20,00,03,USD,1,01,02
0000102958,1000,10,01,04,USD,1,01,01
0000102959,1000,10,00,03,USD,1,02,02
0000102959,1000,10,00,02,USD,1,01,02
0000102960,1000,10,01,02,USD,1,02,01
0000102961,2000,20,00,04,USD,1,02,02
0000102962,1000,20,00,04,USD,1,02,02
0000102963,2000,20,02,02,USD,1,02,02
0000102964,3000,10,00,02,USD,1,02,02
0000102964,1000,20,00,03,USD,1,01,02
0000102965,1000,30,00,04,USD,1,02,02
0000102965,3000,30,01,01,USD,1,02,02
0000102966,1000,10,00,03,USD,1,02,02
0000102966,2000,10,00,04,USD,1,02,02
0000102966,1000,10,00,02,USD,1,02,02
0000102967,1000,30,02,04,USD,1,02,02
0000102967,1000,30,02,01,USD,1,01,01
0000102967,2000,20,01,02,USD,1,01,01
0000102968,2000,10,01,02,USD,1,02,02
0000102969,3000,10,00,02,USD,1,02,02
0000102970,1000,10,00,01,USD,1,02,02
0000102970,2000,10,02,03,USD,1,02,02
0000102971,1000,20,00,03,USD,1,01,02
0000102972,2000,20,00,03,USD,1,02,01
0000102973,1000,20,02,02,USD,1,02,01
0000102974,1000,10,00,03,USD,1,02,02
0000102975,2000,20,00,04,USD,1,01,02
0000102976,1000,10,00,02,USD,1,02,01
0000102977,2000,30,01,03,USD,1,02,01
0000102978,1000,10,00,02,USD,1,01,01
0000102979,1000,20,00,04,USD,1,02,02
0000102980,1000,30,01,01,USD,1,01,01
0000102981,1000,20,00,03,USD,1,01,02
0000102982,2000,10,02,03,USD,1,01,01
0000102983,2000,10,00,03,USD,1,01,02
0000102984,1000,20,01,02,USD,1,02,02
0000102985,1000,20,02,04,USD,1,02,02
0000102986,1000,20,02,03,USD,1,02,02
0000102987,2000,10,02,02,USD,1,02,02
0000102988,2000,30,00,03,USD,1,01,01
0000102989,1000,30,02,04,USD,1,02,01
0000102990,1000,10,01,02,USD,1,01,01
0000102991,1000,30,01,04,USD,1,01,01
0000102992,1000,30,01,04,USD,1,01,02
0000102992,1000,20,00,01,USD,1,01,01
0000102993,1000,10,00,01,USD,1,01,01
0000102994,2000,20,01,02,USD,1,02,01
0000102995,1000,30,02,03,USD,1,02,02
0000102996,1000,10,00,03,USD,1,02,01
0000102996,1000,10,01,01,USD,1,02,02
0000102996,3000,20,00,03,USD,1,01,02
0000102997,1000,10,02,01,USD,1,02,02
0000102998,1000,20,01,01,USD,1,01,02
0000102999,1000,20,00,04,USD,1,01,01
0000103000,1000,30,02,02,USD,1,01,02
0000103001,1000,20,01,04,USD,1,01,01
0000103002,1000,10,02,02,USD,1,02,02
0000103003,1000,10,00,03,USD,1,01,01
0000103004,1000,10,00,03,USD,1,02,01
0000103005,1000,20,01,03,USD,1,02,02
0000103006,2000,20,01,04,USD,1,01,01
0000103007,1000,20,01,03,USD,1,02,01
0000103008,2000,20,00,04,USD,1,02,02
0000103009,1000,10,01,03,USD,1,01,01
0000103010,3000,10,00,02,USD,1,02,01
0000103011,1000,20,00,03,USD,1,02,01
0000103012,3000,30,02,04,USD,1,01,01
0000103013,1000,10,00,02,USD,1,02,01
0000103014,1000,20,02,03,USD,1,02,02
0000103015,1000,20,02,02,USD,1,01,01
0000103015,2000,20,01,04,USD,1,02,01
0000103016,3000,10,02,03,USD,1,01,02
0000103017,2000,10,01,01,USD,1,01,02
0000103018,3000,20,01,01,USD,1,01,01
0000103018,1000,30,01,02,USD,1,01,01
0000103019,2000,30,00,03,USD,1,02,01
0000103020,1000,10,01,01,USD,1,02,02
0000103021,1000,10,02,03,USD,1,01,02
0000103022,3000,10,00,03,USD,1,02,02
0000103022,1000,20,02,04,USD,1,01,01
0000103023,3000,10,00,02,USD,1,01,01
0000103024,1000,20,01,03,USD,1,02,01
0000103025,1000,10,02,04,USD,1,01,02
0000103026,1000,20,01,01,USD,1,01,02
0000103027,2000,20,01,04,USD,1,02,01
0000103028,1000,20,00,04,USD,1,01,02
0000103029,1000,30,02,03,USD,1,02,01
0000103029,2000,30,00,04,USD,1,02,02
0000103029,2000,20,00,01,USD,1,01,01
0000103030,1000,20,01,04,USD,1,02,02
0000103031,3000,10,02,04,USD,1,02,01
0000103032,1000,10,00,03,USD,1,01,01
0000103032,2000,20,02,03,USD,1,02,02
0000103033,1000,10,01,04,USD,1,01,01
0000103034,1000,10,01,01,USD,1,01,01
0000103034,3000,10,00,01,USD,1,02,02
0000103035,2000,10,01,02,USD,1,01,02
0000103036,2000,30,00,03,USD,1,01,02
0000103036,2000,20,00,01,USD,1,02,02
0000103037,2000,20,02,02,USD,1,02,02
0000103037,1000,10,01,04,USD,1,02,01
0000103037,1000,30,01,01,USD,1,02,01
0000103038,2000,20,02,02,USD,1,01,02
0000103039,1000,10,02,01,USD,1,02,01
0000103040,3000,10,02,04,USD,1,01,01
0000103040,1000,10,00,04,USD,1,02,01
0000103041,3000,20,01,02,USD,1,01,01
0000103042,1000,10,01,04,USD,1,01,01
0000103043,1000,10,02,03,USD,1,02,02
0000103044,3000,10,00,03,USD,1,01,01
0000103044,1000,10,00,02,USD,1,01,02
0000103045,2000,20,02,02,USD,1,01,02
0000103046,2000,30,00,03,USD,1,01,01
0000103047,1000,30,01,03,USD,1,01,02
0000103047,1000,10,00,04,USD,1,01,02
0000103048,1000,30,02,01,USD,1,02,01
0000103049,1000,20,00,01,USD,1,02,02
0000103050,1000,10,00,02,USD,1,01,02
0000103050,2000,10,01,01,USD,1,01,02
0000103050,1000,10,02,02,USD,1,02,02
0000103051,2000,10,02,04,USD,1,02,01
0000103051,3000,10,02,02,USD,1,02,02
0000103052,1000,20,01,02,USD,1,02,01
0000103053,3000,20,01,02,USD,1,01,01
0000103053,3000,10,01,03,USD,1,02,01
0000103054,2000,30,00,02,USD,1,02,01
0000103055,2000,30,02,04,USD,1,02,02
0000103056,1000,10,00,03,USD,1,01,01
0000103057,1000,30,00,03,USD,1,02,01
0000103057,1000,20,00,01,USD,1,02,02
0000103058,3000,10,02,03,USD,1,02,01
0000103059,2000,20,00,01,USD,1,02,01
0000103060,2000,20,00,01,USD,1,01,01
0000103061,1000,30,01,03,USD,1,02,02
0000103062,1000,10,02,03,USD,1,02,01
0000103062,2000,10,01,02,USD,1,02,01
0000103063,1000,30,01,01,USD,1,02,02
0000103064,2000,20,00,01,USD,1,01,01
0000103065,3000,20,01,03,USD,1,02,01
0000103066,1000,10,00,03,USD,1,02,02
0000103067,1000,10,01,03,USD,1,02,01
0000103068,1000,10,00,02,USD,1,01,01
0000103068,1000,20,01,04,USD,1,01,01
0000103068,2000,10,02,03,USD,1,02,02
0000103069,1000,20,00,01,USD,1,02,02
0000103069,1000,30,01,01,USD,1,01,02
0000103070,1000,30,02,03,USD,1,02,01
0000103071,2000,10,01,04,USD,1,02,01
0000103072,2000,10,02,02,USD,1,01,01
0000103073,1000,10,01,03,USD,1,02,02
0000103074,2000,20,01,02,USD,1,01,01
0000103075,1000,10,00,03,USD,1,02,02
0000103076,2000,20,02,03,USD,1,02,02
0000103076,1000,10,02,01,USD,1,01,02
0000103076,2000,20,00,01,USD,1,01,02
0000103077,1000,30,00,03,USD,1,02,02
0000103077,1000,20,02,03,USD,1,01,01
0000103078,2000,10,01,02,USD,1,01,01
0000103079,1000,10,00,01,USD,1,02,02
0000103080,1000,20,01,02,USD,1,01,02
0000103080,1000,10,00,02,USD,1,02,02
0000103081,1000,10,00,03,USD,1,02,02
0000103081,2000,10,01,01,USD,1,02,01
0000103081,3000,30,01,01,USD,1,01,01
0000103082,1000,20,01,02,USD,1,01,01
0000103082,3000,10,01,03,USD,1,02,01
0000103083,1000,10,01,01,USD,1,01,01
0000103084,1000,20,00,04,USD,1,01,02
0000103084,2000,20,01,02,USD,1,02,01
0000103084,1000,30,00,02,USD,1,02,02
0000103085,2000,30,00,03,USD,1,02,02
0000103086,1000,30,02,03,USD,1,02,02
0000103086,1000,20,00,03,USD,1,02,01
0000103086,1000,10,00,02,USD,1,02,01
0000103087,1000,30,01,02,USD,1,02,02
0000103088,1000,30,00,01,USD,1,02,02
0000103088,1000,10,02,04,USD,1,01,01
0000103088,3000,10,00,03,USD,1,01,02
0000103089,1000,20,00,03,USD,1,02,01
0000103089,3000,10,02,01,USD,1,01,01
0000103090,1000,20,02,04,USD,1,01,02
0000103091,2000,20,00,02,USD,1,01,01
0000103091,1000,20,00,03,USD,1,02,02
0000103092,1000,20,01,03,USD,1,02,01
0000103093,1000,10,01,01,USD,1,02,01
0000103094,2000,10,00,01,USD,1,01,01
0000103095,2000,20,02,01,USD,1,02,02
0000103095,3000,10,00,04,USD,1,02,01
0000103096,3000,20,01,02,USD,1,02,01
0000103097,2000,10,01,04,USD,1,01,01
0000103097,3000,20,00,03,USD,1,01,01
0000103098,2000,10,00,03,USD,1,02,02
0000103098,2000,30,02,01,USD,1,01,02
0000103099,1000,20,00,03,USD,1,01,02
0000103100,2000,20,01,03,USD,1,02,02
0000103100,2000,10,02,02,USD,1,02,01
0000103101,1000,20,00,04,USD,1,01,01
0000103102,2000,20,00,03,USD,1,02,02
0000103103,1000,30,01,01,USD,1,01,01
0000103103,1000,10,02,02,USD,1,02,02
0000103103,1000,30,02,02,USD,1,02,01
0000103104,1000,10,00,04,USD,1,01,02
0000103105,1000,30,00,03,USD,1,01,01
0000103105,2000,30,01,03,USD,1,02,02
0000103106,1000,10,00,02,USD,1,01,01
0000103107,1000,10,00,03,USD,1,02,01
0000103108,1000,30,00,03,USD,1,02,02
0000103109,1000,20,00,02,USD,1,01,02
0000103110,1000,10,01,02,USD,1,01,02
0000103110,1000,10,00,01,USD,1,02,02
0000103110,1000,10,00,01,USD,1,02,02
0000103111,2000,10,00,01,USD,1,01,02
0000103111,2000,10,00,02,USD,1,02,01
0000103112,2000,20,00,04,USD,1,01,02
0000103112,1000,20,00,04,USD,1,01,02
0000103112,2000,10,00,01,USD,1,01,01
0000103113,1000,20,00,02,USD,1,02,01
0000103113,2000,10,01,02,USD,1,01,01
0000103114,1000,20,01,04,USD,1,01,02
0000103115,1000,30,00,03,USD,1,01,02
0000103116,1000,30,00,02,USD,1,02,02
0000103117,1000,30,00,01,USD,1,01,01
0000103117,1000,10,01,04,USD,1,01,01
0000103117,1000,30,00,04,USD,1,01,02
0000103118,1000,20,02,01,USD,1,02,01
0000103118,3000,30,00,03,USD,1,02,02
0000103119,2000,30,01,01,USD,1,02,01
0000103119,1000,10,00,04,USD,1,01,02
0000103120,1000,10,00,03,USD,1,02,02
0000103121,1000,10,01,02,USD,1,01,02
0000103122,1000,10,01,03,USD,1,01,01
0000103123,1000,20,01,04,USD,1,01,01
0000103124,1000,10,02,04,USD,1,02,01
0000103125,1000,10,02,03,USD,1,02,01
0000103126,1000,10,00,02,USD,1,02,01
0000103126,1000,10,00,02,USD,1,01,01
0000103126,1000,20,00,01,USD,1,01,02
0000103127,2000,30,00,04,USD,1,01,02
0000103128,2000,10,02,04,USD,1,01,01
0000103128,1000,10,01,04,USD,1,01,01
0000103129,2000,10,01,03,USD,1,01,01
0000103130,2000,10,01,03,USD,1,01,01
0000103131,1000,10,00,02,USD,1,02,02
0000103132,2000,30,00,01,USD,1,02,02
0000103132,2000,10,02,01,USD,1,02,02
0000103133,1000,20,02,03,USD,1,01,01
0000103134,1000,20,01,03,USD,1,02,02
0000103135,1000,30,01,01,USD,1,01,01
0000103135,2000,10,00,01,USD,1,01,02
0000103136,3000,10,01,02,USD,1,02,02
0000103137,1000,30,01,04,USD,1,01,02
0000103138,1000,30,00,04,USD,1,01,02
0000103139,1000,10,01,04,USD,1,01,01
0000103140,1000,20,01,03,USD,1,02,02
0000103141,2000,20,00,02,USD,1,01,01
0000103142,1000,30,00,04,USD,1,01,01
0000103142,1000,10,01,04,USD,1,01,02
0000103143,2000,20,00,04,USD,1,01,02
0000103144,2000,30,02,04,USD,1,02,01
0000103145,1000,30,01,03,USD,1,02,02
0000103146,2000,30,02,02,USD,1,01,01
0000103147,1000,30,00,01,USD,1,02,01
0000103148,1000,30,00,02,USD,1,01,02
0000103149,2000,30,00,04,USD,1,02,01
0000103149,2000,10,01,03,USD,1,01,02
0000103150,3000,20,01,04,USD,1,01,02
0000103151,1000,10,01,03,USD,1,02,02
0000103152,2000,10,00,01,USD,1,01,02
0000103153,3000,20,02,01,USD,1,01,02
0000103153,2000,10,01,02,USD,1,01,02
0000103154,2000,20,00,04,USD,1,01,01
0000103154,2000,10,02,02,USD,1,02,01
0000103155,1000,10,00,04,USD,1,01,01
0000103156,1000,10,01,03,USD,1,02,01
0000103156,2000,20,00,03,USD,1,01,01
0000103157,1000,10,00,03,USD,1,02,01
0000103158,1000,10,02,03,USD,1,01,02
0000103158,1000,10,01,02,USD,1,02,01
0000103159,2000,10,01,02,USD,1,02,02
0000103159,1000,20,00,02,USD,1,02,02
0000103160,2000,10,00,03,USD,1,01,01
0000103161,1000,30,00,02,USD,1,02,01
0000103162,1000,20,01,01,USD,1,01,01
0000103162,2000,20,00,02,USD,1,01,02
0000103162,1000,10,01,01,USD,1,01,02
0000103163,1000,30,01,02,USD,1,02,01
0000103164,1000,20,00,01,USD,1,01,01
0000103164,2000,30,00,04,USD,1,02,01
0000103165,1000,20,02,01,USD,1,01,02
0000103165,1000,20,00,04,USD,1,02,02
0000103165,3000,10,01,02,USD,1,02,01
0000103166,1000,20,01,02,USD,1,02,01
0000103167,1000,20,01,03,USD,1,02,02
0000103167,2000,20,00,04,USD,1,01,01
0000103168,1000,20,01,04,USD,1,01,01
0000103169,1000,30,00,03,USD,1,01,02
0000103170,1000,30,00,01,USD,1,02,02
0000103171,2000,20,00,02,USD,1,01,01
0000103172,1000,20,01,01,USD,1,02,01
0000103173,1000,10,02,02,USD,1,02,02
0000103174,1000,30,02,03,USD,1,02,02
0000103175,2000,10,00,02,USD,1,02,02
0000103175,2000,10,01,03,USD,1,01,01
0000103175,1000,20,00,03,USD,1,01,01
0000103176,1000,10,01,02,USD,1,01,01
0000103176,1000,10,02,02,USD,1,02,02
0000103176,1000,30,01,04,USD,1,01,01
0000103177,3000,30,02,01,USD,1,02,01
0000103178,1000,20,01,02,USD,1,01,02
0000103178,1000,10,00,02,USD,1,01,02
0000103179,1000,10,02,01,USD,1,01,01
0000103180,2000,30,00,03,USD,1,02,01
0000103180,1000,10,00,03,USD,1,02,02
0000103181,3000,20,01,01,USD,1,01,02
0000103182,1000,30,00,04,USD,1,01,01
0000103183,1000,10,01,02,USD,1,02,01
0000103184,3000,30,00,03,USD,1,02,01
0000103185,2000,20,00,03,USD,1,02,01
0000103186,1000,10,00,03,USD,1,01,02
0000103187,1000,10,00,04,USD,1,02,02
0000103188,1000,10,00,01,USD,1,02,02
0000103189,1000,10,01,04,USD,1,02,02
0000103190,1000,10,00,04,USD,1,02,02
0000103190,1000,10,02,02,USD,1,02,01
0000103191,1000,20,02,02,USD,1,02,01
0000103191,1000,10,00,01,USD,1,01,02
0000103192,1000,10,00,04,USD,1,01,01
0000103193,2000,10,02,02,USD,1,02,01
0000103194,1000,20,00,02,USD,1,01,02
0000103194,1000,10,00,04,USD,1,01,01
0000103195,1000,10,00,04,USD,1,01,02
0000103196,1000,30,02,02,USD,1,02,01
0000103197,1000,10,00,04,USD,1,01,02
0000103197,1000,20,00,02,USD,1,02,01
0000103198,1000,20,00,03,USD,1,01,02
0000103199,1000,10,01,02,USD,1,01,01
0000103200,1000,10,00,03,USD,1,02,02
0000103201,3000,20,00,02,USD,1,02,01
0000103202,1000,30,00,02,USD,1,02,02
0000103203,2000,30,01,01,USD,1,02,02
0000103204,1000,20,01,03,USD,1,02,02
0000103204,1000,20,02,02,USD,1,01,01
0000103204,2000,30,02,01,USD,1,02,01
0000103205,2000,20,00,02,USD,1,02,02
0000103206,2000,30,00,02,USD,1,01,01
0000103206,1000,10,00,01,USD,1,01,02
0000103207,2000,20,00,03,USD,1,02,01
0000103207,1000,10,01,03,USD,1,02,01
0000103207,1000,30,01,04,USD,1,02,01
0000103208,1000,30,01,03,USD,1,02,02
0000103208,2000,20,00,04,USD,1,02,02
0000103209,1000,20,00,03,USD,1,02,01
0000103210,2000,10,01,04,USD,1,02,01
0000103211,1000,20,00,01,USD,1,02,01
0000103212,3000,10,01,02,USD,1,02,02
0000103212,1000,30,00,04,USD,1,01,02
0000103212,1000,30,01,03,USD,1,01,01
0000103213,2000,10,01,03,USD,1,01,02
0000103214,1000,10,00,04,USD,1,02,01
0000103215,3000,10,00,02,USD,1,02,01
0000103215,1000,20,00,03,USD,1,02,02
0000103216,1000,10,02,03,USD,1,02,02
0000103216,1000,10,01,01,USD,1,02,01
0000103217,3000,20,01,03,USD,1,01,01
0000103218,1000,10,00,01,USD,1,01,01
0000103218,1000,10,00,03,USD,1,01,01
0000103218,2000,20,00,03,USD,1,02,01
0000103219,1000,30,00,04,USD,1,01,02
0000103220,2000,10,00,02,USD,1,02,02
0000103221,2000,10,00,02,USD,1,01,02
0000103222,1000,30,00,04,USD,1,01,01
0000103223,1000,10,00,04,USD,1,01,01
0000103224,2000,10,00,01,USD,1,01,02
0000103225,1000,30,00,01,USD,1,01,01
0000103226,2000,10,00,02,USD,1,01,02
0000103227,2000,20,00,04,USD,1,02,01
0000103228,1000,30,00,04,USD,1,02,01
0000103229,1000,20,02,02,USD,1,01,02
0000103229,3000,20,02,04,USD,1,02,01
0000103230,2000,20,02,03,USD,1,02,01
0000103231,2000,20,01,02,USD,1,02,01
0000103232,1000,20,02,03,USD,1,02,01
0000103233,2000,10,00,04,USD,1,02,02
0000103233,1000,20,02,03,USD,1,02,01
0000103233,1000,30,00,01,USD,1,01,01
0000103234,1000,20,00,02,USD,1,02,01
0000103235,1000,10,01,04,USD,1,02,02
0000103235,2000,10,00,01,USD,1,02,02
0000103236,3000,10,00,03,USD,1,01,02
0000103237,2000,30,01,01,USD,1,02,02
0000103238,1000,20,02,03,USD,1,02,01
0000103239,1000,20,00,01,USD,1,02,02
0000103239,2000,10,02,03,USD,1,02,01
0000103239,1000,10,02,03,USD,1,02,01
0000103240,3000,10,00,01,USD,1,01,02
0000103241,1000,10,01,01,USD,1,01,01
0000103242,2000,30,01,02,USD,1,02,02
0000103243,3000,30,01,03,USD,1,02,01
0000103244,2000,10,02,02,USD,1,02,01
0000103244,2000,20,02,01,USD,1,02,02
0000103245,1000,20,00,02,USD,1,01,01
0000103246,1000,10,00,01,USD,1,01,02
0000103247,3000,30,00,02,USD,1,01,01
0000103248,2000,10,00,01,USD,1,02,02
0000103249,2000,30,01,03,USD,1,02,02
0000103250,2000,10,00,04,USD,1,01,01
0000103251,1000,10,01,03,USD,1,02,02
0000103251,3000,20,00,01,USD,1,01,01
0000103252,1000,20,01,04,USD,1,01,02
0000103252,1000,10,00,02,USD,1,02,01
0000103253,1000,20,00,01,USD,1,01,02
0000103254,1000,10,02,04,USD,1,01,01
0000103255,2000,10,00,02,USD,1,02,02
0000103256,3000,10,02,02,USD,1,01,02
0000103257,1000,10,01,03,USD,1,01,02
0000103258,3000,10,00,03,USD,1,02,02
0000103259,1000,20,00,02,USD,1,02,02
0000103260,1000,10,00,03,USD,1,02,01
0000103261,2000,10,00,04,USD,1,01,02
0000103262,1000,30,00,02,USD,1,02,02
0000103262,2000,10,00,03,USD,1,02,02
0000103263,1000,10,01,04,USD,1,01,02
0000103264,1000,20,00,01,USD,1,02,01
0000103265,1000,30,00,04,USD,1,02,01
0000103266,2000,20,01,03,USD,1,02,01
0000103266,1000,20,02,02,USD,1,02,01
0000103267,1000,20,00,04,USD,1,01,01
0000103267,1000,10,00,04,USD,1,01,02
0000103268,1000,20,01,01,USD,1,02,01
0000103269,2000,10,00,03,USD,1,02,01
0000103270,2000,10,00,01,USD,1,02,02
0000103270,1000,20,02,02,USD,1,01,01
0000103270,2000,10,00,04,USD,1,02,01
0000103271,1000,10,01,04,USD,1,02,02
0000103272,2000,10,02,04,USD,1,01,02
0000103272,1000,20,00,01,USD,1,01,02
0000103273,3000,20,00,02,USD,1,02,02
0000103274,1000,30,00,03,USD,1,02,02
0000103275,1000,20,02,01,USD,1,02,01
0000103276,1000,10,01,02,USD,1,02,01
0000103277,1000,30,00,03,USD,1,01,01
0000103278,2000,20,00,02,USD,1,02,01
0000103279,1000,30,00,01,USD,1,01,01
0000103279,2000,10,01,01,USD,1,02,01
0000103280,3000,10,00,01,USD,1,01,01
0000103280,2000,30,00,01,USD,1,02,02
0000103281,2000,20,00,03,USD,1,01,01
0000103281,1000,10,00,04,USD,1,02,02
0000103281,1000,30,00,01,USD,1,01,02
0000103282,1000,20,00,03,USD,1,01,02
0000103283,2000,20,00,01,USD,1,02,01
0000103284,1000,30,00,03,USD,1,02,01
0000103285,3000,10,00,01,USD,1,01,01
0000103285,2000,30,01,04,USD,1,02,01
0000103286,2000,10,01,04,USD,1,01,02
0000103287,1000,20,01,04,USD,1,02,01
0000103288,1000,10,00,01,USD,1,01,02
0000103289,2000,10,00,03,USD,1,02,02
0000103290,1000,10,00,02,USD,1,01,02
0000103291,1000,30,02,01,USD,1,01,02
0000103291,1000,30,00,03,USD,1,01,02
0000103292,2000,20,02,03,USD,1,02,02
0000103293,1000,10,01,01,USD,1,02,02
0000103293,2000,10,02,04,USD,1,01,02
0000103294,2000,10,01,01,USD,1,01,02
0000103294,2000,10,02,02,USD,1,01,01
0000103295,1000,10,01,03,USD,1,02,02
0000103296,2000,30,01,04,USD,1,02,01
0000103296,1000,20,00,04,USD,1,01,02
0000103296,2000,10,00,04,USD,1,02,01
0000103297,2000,20,00,02,USD,1,02,01
0000103298,2000,10,00,04,USD,1,01,01
0000103299,2000,10,01,02,USD,1,02,01
0000103300,2000,30,00,01,USD,1,02,02
0000103301,1000,20,00,01,USD,1,01,01
0000103302,2000,10,00,04,USD,1,02,02
0000103303,1000,20,00,02,USD,1,01,01
0000103304,3000,10,01,03,USD,1,02,01
0000103305,1000,30,02,04,USD,1,02,01
0000103306,1000,20,00,03,USD,1,02,01
0000103307,1000,10,02,01,USD,1,01,02
0000103308,3000,30,00,02,USD,1,02,01
0000103309,1000,30,01,01,USD,1,01,02
