VBELN,POSNR,PARVW,KUNNR,ADRNR,PERNR
0001007763,000000,SP,0000103021,,10000
0001007764,000000,AG,0000102124,,
0001007764,000000,WE,0000102124,,
0001007764,000000,RE,0000102124,,
0001007764,000000,RG,0000102124,,
0001007764,000000,SP,0000102124,,10000
0001007765,000000,AG,0000103266,,
0001007765,000000,WE,0000103266,,
0001007765,000000,RE,0000103266,,
0001007765,000000,RG,0000103266,,
0001007765,000000,SP,0000103266,,10000
0001007766,000000,AG,0000104753,,
0001007766,000000,WE,0000104753,,
0001007766,000000,RE,0000104753,,
0001007766,000000,RG,0000104753,,
0001007766,000000,SP,0000104753,,10000
0001007767,000000,AG,0000104943,,
0001007767,000000,WE,0000104943,,
0001007767,000000,RE,0000104943,,
0001007767,000000,RG,0000104943,,
0001007767,000000,SP,0000104943,,10000
0001007768,000000,AG,0000101128,,
0001007768,000000,WE,0000101128,,
0001007768,000000,RE,0000101128,,
0001007768,000000,RG,0000101128,,
0001007768,000000,SP,0000101128,,10000
0001007769,000000,AG,0000102995,,
0001007769,000000,WE,0000102995,,
0001007769,000000,RE,0000102995,,
0001007769,000000,RG,0000102995,,
0001007769,000000,SP,0000102995,,10000
0001007770,000000,AG,0000104414,,
0001007770,000000,WE,0000104414,,
0001007770,000000,RE,0000104414,,
0001007770,000000,RG,0000104414,,
0001007770,000000,SP,0000104414,,10000
0001007771,000000,AG,0000104198,,
0001007771,000000,WE,0000104198,,
0001007771,000000,RE,0000104198,,
0001007771,000000,RG,0000104198,,
0001007771,000000,SP,0000104198,,10000
0001007772,000000,AG,0000102417,,
0001007772,000000,WE,0000102417,,
0001007772,000000,RE,0000102417,,
0001007772,000000,RG,0000102417,,
0001007772,000000,SP,0000102417,,10000
0001007773,000000,AG,0000104366,,
0001007773,000000,WE,0000104366,,
0001007773,000000,RE,0000104366,,
0001007773,000000,RG,0000104366,,
0001007773,000000,SP,0000104366,,10000
0001007774,000000,AG,0000101926,,
0001007774,000000,WE,0000101926,,
0001007774,000000,RE,0000101926,,
0001007774,000000,RG,0000101926,,
0001007774,000000,SP,0000101926,,10000
0001007775,000000,AG,0000100348,,
0001007775,000000,WE,0000100348,,
0001007775,000000,RE,0000100348,,
0001007775,000000,RG,0000100348,,
0001007775,000000,SP,0000100348,,10000
0001007776,000000,AG,0000102570,,
0001007776,000000,WE,0000102570,,
0001007776,000000,RE,0000102570,,
0001007776,000000,RG,0000102570,,
0001007776,000000,SP,0000102570,,10000
0001007777,000000,AG,0000102581,,
0001007777,000000,WE,0000102581,,
0001007777,000000,RE,0000102581,,
0001007777,000000,RG,0000102581,,
0001007777,000000,SP,0000102581,,10000
0001007778,000000,AG,0000100227,,
0001007778,000000,WE,0000100227,,
0001007778,000000,RE,0000100227,,
0001007778,000000,RG,0000100227,,
0001007778,000000,SP,0000100227,,10000
0001007779,000000,AG,0000100519,,
0001007779,000000,WE,0000100519,,
0001007779,000000,RE,0000100519,,
0001007779,000000,RG,0000100519,,
0001007779,000000,SP,0000100519,,10000
0001007780,000000,AG,0000104090,,
0001007780,000000,WE,0000104090,,
0001007780,000000,RE,0000104090,,
0001007780,000000,RG,0000104090,,
0001007780,000000,SP,0000104090,,10000
0001007781,000000,AG,0000101608,,
0001007781,000000,WE,0000101608,,
0001007781,000000,RE,0000101608,,
0001007781,000000,RG,0000101608,,
0001007781,000000,SP,0000101608,,10000
0001007782,000000,AG,0000104453,,
0001007782,000000,WE,0000104453,,
0001007782,000000,RE,0000104453,,
0001007782,000000,RG,0000104453,,
0001007782,000000,SP,0000104453,,10000
0001007783,000000,AG,0000103706,,
0001007783,000000,WE,0000103706,,
0001007783,000000,RE,0000103706,,
0001007783,000000,RG,0000103706,,
0001007783,000000,SP,0000103706,,10000
0001007784,000000,AG,0000101892,,
0001007784,000000,WE,0000101892,,
0001007784,000000,RE,0000101892,,
0001007784,000000,RG,0000101892,,
0001007784,000000,SP,0000101892,,10000
0001007785,000000,AG,0000102632,,
0001007785,000000,WE,0000102632,,
0001007785,000000,RE,0000102632,,
0001007785,000000,RG,0000102632,,
0001007785,000000,SP,0000102632,,10000
0001007786,000000,AG,0000103362,,
0001007786,000000,WE,0000103362,,
0001007786,000000,RE,0000103362,,
0001007786,000000,RG,0000103362,,
0001007786,000000,SP,0000103362,,10000
0001007787,000000,AG,0000102338,,
0001007787,000000,WE,0000102338,,
0001007787,000000,RE,0000102338,,
0001007787,000000,RG,0000102338,,
0001007787,000000,SP,0000102338,,10000
0001007788,000000,AG,0000102571,,
0001007788,000000,WE,0000102571,,
0001007788,000000,RE,0000102571,,
0001007788,000000,RG,0000102571,,
0001007788,000000,SP,0000102571,,10000
0001007789,000000,AG,0000103970,,
0001007789,000000,WE,0000103970,,
0001007789,000000,RE,0000103970,,
0001007789,000000,RG,0000103970,,
0001007789,000000,SP,0000103970,,10000
0001007790,000000,AG,0000101577,,
0001007790,000000,WE,0000101577,,
0001007790,000000,RE,0000101577,,
0001007790,000000,RG,0000101577,,
0001007790,000000,SP,0000101577,,10000
0001007791,000000,AG,0000103713,,
0001007791,000000,WE,0000103713,,
0001007791,000000,RE,0000103713,,
0001007791,000000,RG,0000103713,,
0001007791,000000,SP,0000103713,,10000
0001007792,000000,AG,0000104205,,
0001007792,000000,WE,0000104205,,
0001007792,000000,RE,0000104205,,
0001007792,000000,RG,0000104205,,
0001007792,000000,SP,0000104205,,10000
0001007793,000000,AG,0000104004,,
0001007793,000000,WE,0000104004,,
0001007793,000000,RE,0000104004,,
0001007793,000000,RG,0000104004,,
0001007793,000000,SP,0000104004,,10000
0001007794,000000,AG,0000100824,,
0001007794,000000,WE,0000100824,,
0001007794,000000,RE,0000100824,,
0001007794,000000,RG,0000100824,,
0001007794,000000,SP,0000100824,,10000
0001007795,000000,AG,0000102159,,
0001007795,000000,WE,0000102159,,
0001007795,000000,RE,0000102159,,
0001007795,000000,RG,0000102159,,
0001007795,000000,SP,0000102159,,10000
0001007796,000000,AG,0000104465,,
0001007796,000000,WE,0000104465,,
0001007796,000000,RE,0000104465,,
0001007796,000000,RG,0000104465,,
0001007796,000000,SP,0000104465,,10000
0001007797,000000,AG,0000104893,,
0001007797,000000,WE,0000104893,,
0001007797,000000,RE,0000104893,,
0001007797,000000,RG,0000104893,,
0001007797,000000,SP,0000104893,,10000
0001007798,000000,AG,0000100208,,
0001007798,000000,WE,0000100208,,
0001007798,000000,RE,0000100208,,
0001007798,000000,RG,0000100208,,
0001007798,000000,SP,0000100208,,10000
0001007799,000000,AG,0000100659,,
0001007799,000000,WE,0000100659,,
0001007799,000000,RE,0000100659,,
0001007799,000000,RG,0000100659,,
0001007799,000000,SP,0000100659,,10000
0001007800,000000,AG,0000101032,,
0001007800,000000,WE,0000101032,,
0001007800,000000,RE,0000101032,,
0001007800,000000,RG,0000101032,,
0001007800,000000,SP,0000101032,,10000
0001007801,000000,AG,0000101538,,
0001007801,000000,WE,0000101538,,
0001007801,000000,RE,0000101538,,
0001007801,000000,RG,0000101538,,
0001007801,000000,SP,0000101538,,10000
0001007802,000000,AG,0000100897,,
0001007802,000000,WE,0000100897,,
0001007802,000000,RE,0000100897,,
0001007802,000000,RG,0000100897,,
0001007802,000000,SP,0000100897,,10000
0001007803,000000,AG,0000104513,,
0001007803,000000,WE,0000104513,,
0001007803,000000,RE,0000104513,,
0001007803,000000,RG,0000104513,,
0001007803,000000,SP,0000104513,,10000
0001007804,000000,AG,0000104368,,
0001007804,000000,WE,0000104368,,
0001007804,000000,RE,0000104368,,
0001007804,000000,RG,0000104368,,
0001007804,000000,SP,0000104368,,10000
0001007805,000000,AG,0000102409,,
0001007805,000000,WE,0000102409,,
0001007805,000000,RE,0000102409,,
0001007805,000000,RG,0000102409,,
0001007805,000000,SP,0000102409,,10000
0001007806,000000,AG,0000102308,,
0001007806,000000,WE,0000102308,,
0001007806,000000,RE,0000102308,,
0001007806,000000,RG,0000102308,,
0001007806,000000,SP,0000102308,,10000
0001007807,000000,AG,0000100123,,
0001007807,000000,WE,0000100123,,
0001007807,000000,RE,0000100123,,
0001007807,000000,RG,0000100123,,
0001007807,000000,SP,0000100123,,10000
0001007808,000000,AG,0000100798,,
0001007808,000000,WE,0000100798,,
0001007808,000000,RE,0000100798,,
0001007808,000000,RG,0000100798,,
0001007808,000000,SP,0000100798,,10000
0001007809,000000,AG,0000100228,,
0001007809,000000,WE,0000100228,,
0001007809,000000,RE,0000100228,,
0001007809,000000,RG,0000100228,,
0001007809,000000,SP,0000100228,,10000
0001007810,000000,AG,0000104810,,
0001007810,000000,WE,0000104810,,
0001007810,000000,RE,0000104810,,
0001007810,000000,RG,0000104810,,
0001007810,000000,SP,0000104810,,10000
0001007811,000000,AG,0000104555,,
0001007811,000000,WE,0000104555,,
0001007811,000000,RE,0000104555,,
0001007811,000000,RG,0000104555,,
0001007811,000000,SP,0000104555,,10000
0001007812,000000,AG,0000104847,,
0001007812,000000,WE,0000104847,,
0001007812,000000,RE,0000104847,,
0001007812,000000,RG,0000104847,,
0001007812,000000,SP,0000104847,,10000
0001007813,000000,AG,0000104247,,
0001007813,000000,WE,0000104247,,
0001007813,000000,RE,0000104247,,
0001007813,000000,RG,0000104247,,
0001007813,000000,SP,0000104247,,10000
0001007814,000000,AG,0000100369,,
0001007814,000000,WE,0000100369,,
0001007814,000000,RE,0000100369,,
0001007814,000000,RG,0000100369,,
0001007814,000000,SP,0000100369,,10000
0001007815,000000,AG,0000101571,,
0001007815,000000,WE,0000101571,,
0001007815,000000,RE,0000101571,,
0001007815,000000,RG,0000101571,,
0001007815,000000,SP,0000101571,,10000
0001007816,000000,AG,0000103949,,
0001007816,000000,WE,0000103949,,
0001007816,000000,RE,0000103949,,
0001007816,000000,RG,0000103949,,
0001007816,000000,SP,0000103949,,10000
0001007817,000000,AG,0000102827,,
0001007817,000000,WE,0000102827,,
0001007817,000000,RE,0000102827,,
0001007817,000000,RG,0000102827,,
0001007817,000000,SP,0000102827,,10000
0001007818,000000,AG,0000101644,,
0001007818,000000,WE,0000101644,,
0001007818,000000,RE,0000101644,,
0001007818,000000,RG,0000101644,,
0001007818,000000,SP,0000101644,,10000
0001007819,000000,AG,0000104894,,
0001007819,000000,WE,0000104894,,
0001007819,000000,RE,0000104894,,
0001007819,000000,RG,0000104894,,
0001007819,000000,SP,0000104894,,10000
0001007820,000000,AG,0000100036,,
0001007820,000000,WE,0000100036,,
0001007820,000000,RE,0000100036,,
0001007820,000000,RG,0000100036,,
0001007820,000000,SP,0000100036,,10000
0001007821,000000,AG,0000104354,,
0001007821,000000,WE,0000104354,,
0001007821,000000,RE,0000104354,,
0001007821,000000,RG,0000104354,,
0001007821,000000,SP,0000104354,,10000
0001007822,000000,AG,0000104253,,
0001007822,000000,WE,0000104253,,
0001007822,000000,RE,0000104253,,
0001007822,000000,RG,0000104253,,
0001007822,000000,SP,0000104253,,10000
0001007823,000000,AG,0000100887,,
0001007823,000000,WE,0000100887,,
0001007823,000000,RE,0000100887,,
0001007823,000000,RG,0000100887,,
0001007823,000000,SP,0000100887,,10000
0001007824,000000,AG,0000101714,,
0001007824,000000,WE,0000101714,,
0001007824,000000,RE,0000101714,,
0001007824,000000,RG,0000101714,,
0001007824,000000,SP,0000101714,,10000
0001007825,000000,AG,0000100107,,
0001007825,000000,WE,0000100107,,
0001007825,000000,RE,0000100107,,
0001007825,000000,RG,0000100107,,
0001007825,000000,SP,0000100107,,10000
0001007826,000000,AG,0000103423,,
0001007826,000000,WE,0000103423,,
0001007826,000000,RE,0000103423,,
0001007826,000000,RG,0000103423,,
0001007826,000000,SP,0000103423,,10000
0001007827,000000,AG,0000101260,,
0001007827,000000,WE,0000101260,,
0001007827,000000,RE,0000101260,,
0001007827,000000,RG,0000101260,,
0001007827,000000,SP,0000101260,,10000
0001007828,000000,AG,0000100452,,
0001007828,000000,WE,0000100452,,
0001007828,000000,RE,0000100452,,
0001007828,000000,RG,0000100452,,
0001007828,000000,SP,0000100452,,10000
0001007829,000000,AG,0000103129,,
0001007829,000000,WE,0000103129,,
0001007829,000000,RE,0000103129,,
0001007829,000000,RG,0000103129,,
0001007829,000000,SP,0000103129,,10000
0001007830,000000,AG,0000103563,,
0001007830,000000,WE,0000103563,,
0001007830,000000,RE,0000103563,,
0001007830,000000,RG,0000103563,,
0001007830,000000,SP,0000103563,,10000
0001007831,000000,AG,0000104526,,
0001007831,000000,WE,0000104526,,
0001007831,000000,RE,0000104526,,
0001007831,000000,RG,0000104526,,
0001007831,000000,SP,0000104526,,10000
0001007832,000000,AG,0000104510,,
0001007832,000000,WE,0000104510,,
0001007832,000000,RE,0000104510,,
0001007832,000000,RG,0000104510,,
0001007832,000000,SP,0000104510,,10000
0001007833,000000,AG,0000101370,,
0001007833,000000,WE,0000101370,,
0001007833,000000,RE,0000101370,,
0001007833,000000,RG,0000101370,,
0001007833,000000,SP,0000101370,,10000
0001007834,000000,AG,0000102169,,
0001007834,000000,WE,0000102169,,
0001007834,000000,RE,0000102169,,
0001007834,000000,RG,0000102169,,
0001007834,000000,SP,0000102169,,10000
0001007835,000000,AG,0000104449,,
0001007835,000000,WE,0000104449,,
0001007835,000000,RE,0000104449,,
0001007835,000000,RG,0000104449,,
0001007835,000000,SP,0000104449,,10000
0001007836,000000,AG,0000103443,,
0001007836,000000,WE,0000103443,,
0001007836,000000,RE,0000103443,,
0001007836,000000,RG,0000103443,,
0001007836,000000,SP,0000103443,,10000
0001007837,000000,AG,0000102567,,
0001007837,000000,WE,0000102567,,
0001007837,000000,RE,0000102567,,
0001007837,000000,RG,0000102567,,
0001007837,000000,SP,0000102567,,10000
0001007838,000000,AG,0000104603,,
0001007838,000000,WE,0000104603,,
0001007838,000000,RE,0000104603,,
0001007838,000000,RG,0000104603,,
0001007838,000000,SP,0000104603,,10000
0001007839,000000,AG,0000104508,,
0001007839,000000,WE,0000104508,,
0001007839,000000,RE,0000104508,,
0001007839,000000,RG,0000104508,,
0001007839,000000,SP,0000104508,,10000
0001007840,000000,AG,0000101774,,
0001007840,000000,WE,0000101774,,
0001007840,000000,RE,0000101774,,
0001007840,000000,RG,0000101774,,
0001007840,000000,SP,0000101774,,10000
0001007841,000000,AG,0000104396,,
0001007841,000000,WE,0000104396,,
0001007841,000000,RE,0000104396,,
0001007841,000000,RG,0000104396,,
0001007841,000000,SP,0000104396,,10000
0001007842,000000,AG,0000101235,,
0001007842,000000,WE,0000101235,,
0001007842,000000,RE,0000101235,,
0001007842,000000,RG,0000101235,,
0001007842,000000,SP,0000101235,,10000
0001007843,000000,AG,0000104773,,
0001007843,000000,WE,0000104773,,
0001007843,000000,RE,0000104773,,
0001007843,000000,RG,0000104773,,
0001007843,000000,SP,0000104773,,10000
0001007844,000000,AG,0000100289,,
0001007844,000000,WE,0000100289,,
0001007844,000000,RE,0000100289,,
0001007844,000000,RG,0000100289,,
0001007844,000000,SP,0000100289,,10000
0001007845,000000,AG,0000103397,,
0001007845,000000,WE,0000103397,,
0001007845,000000,RE,0000103397,,
0001007845,000000,RG,0000103397,,
0001007845,000000,SP,0000103397,,10000
0001007846,000000,AG,0000102958,,
0001007846,000000,WE,0000102958,,
0001007846,000000,RE,0000102958,,
0001007846,000000,RG,0000102958,,
0001007846,000000,SP,0000102958,,10000
0001007847,000000,AG,0000103212,,
0001007847,000000,WE,0000103212,,
0001007847,000000,RE,0000103212,,
0001007847,000000,RG,0000103212,,
0001007847,000000,SP,0000103212,,10000
0001007848,000000,AG,0000100412,,
0001007848,000000,WE,0000100412,,
0001007848,000000,RE,0000100412,,
0001007848,000000,RG,0000100412,,
0001007848,000000,SP,0000100412,,10000
0001007849,000000,AG,0000102258,,
0001007849,000000,WE,0000102258,,
0001007849,000000,RE,0000102258,,
0001007849,000000,RG,0000102258,,
0001007849,000000,SP,0000102258,,10000
0001007850,000000,AG,0000101943,,
0001007850,000000,WE,0000101943,,
0001007850,000000,RE,0000101943,,
0001007850,000000,RG,0000101943,,
0001007850,000000,SP,0000101943,,10000
0001007851,000000,AG,0000104122,,
0001007851,000000,WE,0000104122,,
0001007851,000000,RE,0000104122,,
0001007851,000000,RG,0000104122,,
0001007851,000000,SP,0000104122,,10000
0001007852,000000,AG,0000101877,,
0001007852,000000,WE,0000101877,,
0001007852,000000,RE,0000101877,,
0001007852,000000,RG,0000101877,,
0001007852,000000,SP,0000101877,,10000
0001007853,000000,AG,0000100717,,
0001007853,000000,WE,0000100717,,
0001007853,000000,RE,0000100717,,
0001007853,000000,RG,0000100717,,
0001007853,000000,SP,0000100717,,10000
0001007854,000000,AG,0000100028,,
0001007854,000000,WE,0000100028,,
0001007854,000000,RE,0000100028,,
0001007854,000000,RG,0000100028,,
0001007854,000000,SP,0000100028,,10000
0001007855,000000,AG,0000101211,,
0001007855,000000,WE,0000101211,,
0001007855,000000,RE,0000101211,,
0001007855,000000,RG,0000101211,,
0001007855,000000,SP,0000101211,,10000
0001007856,000000,AG,0000102081,,
0001007856,000000,WE,0000102081,,
0001007856,000000,RE,0000102081,,
0001007856,000000,RG,0000102081,,
0001007856,000000,SP,0000102081,,10000
0001007857,000000,AG,0000103176,,
0001007857,000000,WE,0000103176,,
0001007857,000000,RE,0000103176,,
0001007857,000000,RG,0000103176,,
0001007857,000000,SP,0000103176,,10000
0001007858,000000,AG,0000103907,,
0001007858,000000,WE,0000103907,,
0001007858,000000,RE,0000103907,,
0001007858,000000,RG,0000103907,,
0001007858,000000,SP,0000103907,,10000
0001007859,000000,AG,0000100659,,
0001007859,000000,WE,0000100659,,
0001007859,000000,RE,0000100659,,
0001007859,000000,RG,0000100659,,
0001007859,000000,SP,0000100659,,10000
0001007860,000000,AG,0000103728,,
0001007860,000000,WE,0000103728,,
0001007860,000000,RE,0000103728,,
0001007860,000000,RG,0000103728,,
0001007860,000000,SP,0000103728,,10000
0001007861,000000,AG,0000103490,,
0001007861,000000,WE,0000103490,,
0001007861,000000,RE,0000103490,,
0001007861,000000,RG,0000103490,,
0001007861,000000,SP,0000103490,,10000
0001007862,000000,AG,0000101352,,
0001007862,000000,WE,0000101352,,
0001007862,000000,RE,0000101352,,
0001007862,000000,RG,0000101352,,
0001007862,000000,SP,0000101352,,10000
0001007863,000000,AG,0000101851,,
0001007863,000000,WE,0000101851,,
0001007863,000000,RE,0000101851,,
0001007863,000000,RG,0000101851,,
0001007863,000000,SP,0000101851,,10000
0001007864,000000,AG,0000102125,,
0001007864,000000,WE,0000102125,,
0001007864,000000,RE,0000102125,,
0001007864,000000,RG,0000102125,,
0001007864,000000,SP,0000102125,,10000
0001007865,000000,AG,0000104754,,
0001007865,000000,WE,0000104754,,
0001007865,000000,RE,0000104754,,
0001007865,000000,RG,0000104754,,
0001007865,000000,SP,0000104754,,10000
0001007866,000000,AG,0000103738,,
0001007866,000000,WE,0000103738,,
0001007866,000000,RE,0000103738,,
0001007866,000000,RG,0000103738,,
0001007866,000000,SP,0000103738,,10000
0001007867,000000,AG,0000104492,,
0001007867,000000,WE,0000104492,,
0001007867,000000,RE,0000104492,,
0001007867,000000,RG,0000104492,,
0001007867,000000,SP,0000104492,,10000
0001007868,000000,AG,0000102052,,
0001007868,000000,WE,0000102052,,
0001007868,000000,RE,0000102052,,
0001007868,000000,RG,0000102052,,
0001007868,000000,SP,0000102052,,10000
0001007869,000000,AG,0000103717,,
